Identifier,Index,Title,Description,DimensionGroupId
H008657,139,Letland,"Onafhankelijk land van 1918-1940, viel na de Tweede Wereldoorlog tot 1991 onder de Sovjet-Unie en werd in 1991, na de opsplitsing van de Sovjet-Unie, opnieuw onafhankelijk. 
In de registers die het CBS gebruikt wordt dit land alleen tijdens de onafhankelijkheid (1918-1940 en sinds 1991) apart onderscheiden. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die tijdens de onafhankelijkheid zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die tijdens de onafhankelijkheid zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die die tijdens de onafhankelijkheid zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die tijdens de onafhankelijkheid zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",3
H008658,140,Libanon,,7
H008659,141,Liberia,,5
H008660,142,Libië,,5
H008661,143,Liechtenstein,,3
H008662,144,Litouwen,"Onafhankelijk land van 1918-1940, viel na de Tweede Wereldoorlog tot 1991 onder de Sovjet-Unie en werd in 1991, na de opsplitsing van de Sovjet-Unie, opnieuw onafhankelijk. 
In de registers die het CBS gebruikt wordt dit land alleen tijdens de onafhankelijkheid (1918-1940 en sinds 1991) apart onderscheiden. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die tijdens de onafhankelijkheid zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die tijdens de onafhankelijkheid zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die tijdens de onafhankelijkheid zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die tijdens de onafhankelijkheid zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",3
H008663,145,Luxemburg,,3
H008664,146,Macau,,7
H008665,147,Macedonië,"Nieuw land ontstaan uit de opsplitsing van Joegoslavië in 1991/'92 en opgehouden te bestaan na de naamswijziging naar Republiek Noord-Macedonië per 12 februari 2019. 
In de registers die het CBS gebruikt wordt dit land alleen sinds deze opsplitsing en tot de naamswijziging apart onderscheiden. Daarom werden tot 2019 alleen personen die in die periode zijn geboren tot dit herkomstland gerekend. Vanaf 2019 worden zij tot de Republiek Noord-Macedonië gerekend.",3
H008666,148,Madagaskar,,5
H008667,149,Malawi,"Malawi, Brits-Afrika, Nyasaland.",5
H008668,150,Maldiven,,7
H008669,151,Maleisië,"Maleisië, Brits-Borneo, Brits Noord-Borneo, Brits Westborneo, Johore, Kedah, Kelantan, Labuan, Malakka, Negri Sembilan, Pahang, Perak, Perlis, Sabah, Sarawak, Selangor, Straits Settlements, Trengganu.",7
H008670,152,Mali,,5
H008671,153,Malta,,3
H008672,154,Man,,3
H008675,155,Marshall-eilanden,,6
H008676,156,Martinique,,6
H008677,157,Mauritanië,,5
H008678,158,Mauritius,,5
H008679,159,Mayotte,,5
H008680,160,Mexico,,6
H008681,161,Micronesië,"Pacific-eilanden, Micronesia.",6
H008682,162,Moldavië,"Nieuw land ontstaan uit de opsplitsing van de Sovjet-Unie in 1991. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",3
H008683,163,Monaco,,3
H008684,164,Mongolië,,7
H008685,165,Montenegro,"Nieuw land ontstaan uit de opsplitsing van Servië en Montenegro in 2006. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Joegoslavië, de Federale Republiek Joegoslavië en Servië en Montenegro tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Joegoslavië, de Federale Republiek Joegoslavië en Servië en Montenegro tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",3
H008686,166,Montserrat,"Montserrat, Leeuwardeilanden.",6
H008687,167,Mozambique,"Mozambique, Portugees Oost-Afrika.",5
H008688,168,Myanmar,"Myanmar, Burma.",7
H008689,169,Namibië,"Namibië, Duits Zuidwest-Afrika, Zuidwest Afrika.",5
H008690,170,Nauru,,6
H007128,171,Nederlandse Antillen (oud),"Betreft de Nederlandse Antillen van vóór 10 oktober 2010. 
Het gaat om de eilanden Bonaire, Curaçao, Saba, Sint Eustatius en Sint Maarten. Vanaf 10 oktober 2010 zijn de Nederlandse Antillen ontbonden. Het Koninkrijk der Nederlanden bestaat dan uit vier landen: Nederland, Aruba, Curaçao en Sint Maarten. Alle eilanden hebben een nieuwe status. 
Curaçao en Sint Maarten zijn nieuwe landen binnen het Koninkrijk. Met een 'Status aparte' binnen het Koninkrijk zijn Curaçao en Sint Maarten autonome landen. De landen hebben een zelfstandig bestuur en zijn niet meer afhankelijk van Nederland. De openbare lichamen Bonaire, Sint Eustatius en Saba, ook wel Caribisch Nederland, hebben een diepere band met Nederland en functioneren als bijzondere gemeente van Nederland. Op 1 januari 1986 werd Aruba afgescheiden van de Nederlandse Antillen. Sinds die datum is Aruba een autonoom land binnen het Koninkrijk der Nederlanden. 
In de registers die het CBS gebruikt kwam dit land alleen tot de ontbinding als actueel land voor. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die voor de ontbinding zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die voor de ontbinding zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden deze personen gerekend tot het herkomstland dat correspondeert met het eiland waarop hun geboorteplaats ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die voor de ontbinding zijn geboren worden tot dit herkomstlandgerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die voor de ontbinding zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden deze personen gerekend tot het herkomstland dat correspondeert met het eiland waarop hun geboorteplaats ligt.",6
H008694,172,Nepal,,7
H008695,173,Nicaragua,,6
H008696,174,Nieuw-Caledonië,,6
H008697,175,Nieuw-Zeeland,,6
H008698,176,Niger,,5
H008699,177,Nigeria,,5
H008700,178,Niue,,6
H008702,179,Noordelijke Marianen,,6
H008703,180,Noord-Korea,,7
H008704,181,Noorwegen,"Noorwegen, Spitsbergen, de Svalbardeilanden.",3
H008705,182,Norfolk,,6
H008706,183,Oekraïne,"Nieuw land ontstaan uit de opsplitsing van de Sovjet-Unie in 1991. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",3
H008707,184,Oezbekistan,"Nieuw land ontstaan uit de opsplitsing van de Sovjet-Unie in 1991. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",7
H008708,185,Oman,"Oman, Muscat en Oman.",7
H008709,186,Oostenrijk,"Oostenrijk, Oostenrijk-Hongarije.",3
H008710,187,Pakistan,,7
H008711,188,Palau,"Republiek van Palau, Belau.",6
H008713,189,Panama,"Panama, Panama Kanaalzone.",6
H008714,190,Papoea-Nieuw-Guinea,"Papoea-Nieuw-Guinea, Australisch Nieuw-Guinea, Australische Salomonseilanden, Keizer Wilhelmsland.",6
H008715,191,Paraguay,,6
H008716,192,Peru,,6
H008717,193,Pitcairneilanden,,6
H008718,194,Polen,Polen en Dantzig.,3
H008719,195,Portugal,"Portugal, Azoren, Madeira-eilanden.",3
H008720,196,Puerto Rico,,6
H008825,197,Republiek Noord-Macedonië,"Nieuw land ontstaan na de naamswijziging van Macedonië per 12 februari 2019. 
Macedonië ontstond na de opsplitsing van Joegoslavië in 1991/'92. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze naamswijziging apart onderscheiden. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de naamswijziging zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de naamswijziging zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Macedonië en het voormalige Joegoslavië tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die na naamswijziging zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de naamswijziging zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Macedonië en het voormalige Joegoslavië tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",3
H008722,198,Réunion,,5
H008723,199,Roemenië,,3
H008724,200,Rusland,"Nieuw land ontstaan uit de opsplitsing van de Sovjet-Unie in 1991. Niet te verwarren met het oude Rusland dat een ander grondgebied bestrijkt. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",3
H008725,201,Rusland (oud),"Tot november 1917 de benaming van het grondgebied van de voormalige Sovjet-Unie. 
In de registers die het CBS gebruikt wordt dit land alleen tot 1917 apart onderscheiden. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die voor de naamswijziging zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die voor de naamswijziging zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden deze personen gerekend tot het herkomstland dat correspondeert met het land waar hun geboorteplaats volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die voor de naamswijziging zijn geboren worden tot dit herkomstlandgerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die voor de naamswijziging zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden deze personen gerekend tot het herkomstland dat correspondeert met het land waar hun geboorteplaats volgens de huidige landgrenzen ligt.",3
H008726,202,Rwanda,,5
H008727,203,Saint Kitts en Nevis,"Saint Kitts-Nevis, Saint Kitts-Nevis-Anguilla.",6
H008728,204,Saint Pierre en Miquelon,,6
H008792,205,Saint-Barthélemy,In de registers die het CBS gebruikt wordt dit land pas sinds april 2026 apart onderscheiden.,6
H008730,206,Salomonseilanden,"Salomoneilanden, Britse Salomonseilanden.",6
H008731,207,Samoa,"West-Samoa, Samoa.",6
H008732,208,San Marino,,3
H008733,209,Sao Tomé en Principe,,5
H008734,210,Saoedi-Arabië,,7
H008735,211,Senegal,"Senegal, Frans West-Afrika.",5
H008736,212,Servië,"Nieuw land ontstaan uit de opsplitsing van Servië en Montenegro in 2006. 
In 2008 heeft Kosovo zich afgesplitst van Servië. 
In de registers die het CBS gebruikt wordt dit land pas sinds de opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Joegoslavië, de Federale Republiek Joegoslavië en Servië en Montenegro tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Joegoslavië, de Federale Republiek Joegoslavië en Servië en Montenegro tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",3
H008737,213,Servië en Montenegro,"Nieuw land ontstaan door naamswijziging in 2003 (oude naam: Federale Republiek Joegoslavië) en opgehouden te bestaan na opsplitsing in 'Servië' respectievelijk 'Montenegro' in 2006. 
De cijfers zijn inclusief Federale Republiek Joegoslavië. 
 In de registers die het CBS gebruikt wordt dit land pas sinds deze naamswijziging en tot de opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de naamswijziging en tot de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de naamswijziging en tot de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden deze personen gerekend tot het herkomstland waarin hun geboorteplaats volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die na de naamswijziging en tot de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de naamswijziging en tot de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden deze personen gerekend tot het herkomstland waarin hun geboorteplaats volgens de huidige landgrenzen ligt.",3
H008738,214,Seychellen,"Seychellen, Seychellen en Amiranten.",5
H008739,215,Sierra Leone,,5
H008740,216,Singapore,,7
H008742,217,Sint Lucia,,6
H008868,218,Saint-Martin,In de registers die het CBS gebruikt wordt dit land pas sinds april 2026 apart onderscheiden.,6
H008743,219,Sint Maarten (Nederlands deel),"Nieuw land ontstaan na de ontbinding van de Nederlandse Antillen per 10 oktober 2010. Sinds die datum is Sint Maarten een nieuw land binnen het Koninkrijk der Nederlanden. Met een 'Status aparte' binnen het Koninkrijk is Sint Maarten een autonoom land. Sint Maarten heeft een zelfstandig bestuur en is niet meer afhankelijk van Nederland. In de registers die het CBS gebruikt wordt Sint Maarten pas sinds de ontbinding apart onderscheiden. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de ontbinding zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de ontbinding zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Nederlandse Antillen tot dit herkomstland gerekend als hun geboorteplaats op dit eiland ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die na de ontbinding zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de ontbinding zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Nederlandse Antillen tot dit herkomstland gerekend als hun geboorteplaats op d1t eiland ligt.",6
H008729,220,Sint Vincent en de Grenadines,"Sint Vincent en de Grenadines, Sint Vincent.",6
H008741,221,Sint-Helena,"Ascension, Sint-Helena, Tristan Da Cunha.",5
H008744,222,Slovenië,"Nieuw land ontstaan uit de opsplitsing van Joegoslavië in 1991. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Joegoslavië tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Joegoslavië tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",3
H008745,223,Slowakije,"Nieuw land ontstaan uit de opsplitsing van Tsjecho-Slowakije in 1993. 
 In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Tsjecho-Slowakije tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Tsjecho-Slowakije tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",3
H008746,224,Soedan,Per 9 juli 2011 heeft Zuid-Soedan zich afgesplitst van Soedan.,5
H008747,225,Somalië,"Somalië, Brits-Somaliland, Italiaans-Somaliland.",5
H007186,226,Sovjet-Unie (oud),"Betreft de Sovjet-Unie van vóór de opsplitsing in 1991. 
In de registers die het CBS gebruikt kwam dit land alleen tot de opsplitsing als actueel land voor. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die voor de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die voor de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden deze personen gerekend tot het herkomstland dat correspondeert met het land waar hun geboorteplaats volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die voor de opsplitsing zijn geboren worden totdit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die voor de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden deze personen gerekend tot het herkomstland dat correspondeert met het land waar hun geboorteplaats volgens de huidige landgrenzen ligt.",3
H008749,227,Spanje,"Spanje, Canarische eilanden, Spaans Noord-Afrika.",3
H008750,228,Sri Lanka,"Sri Lanka, Ceylon.",7
H008752,229,Swaziland,Opgehouden te bestaan na de naamswijziging naar Eswatini per 19 april 2018.,5
H008753,230,Syrië,,7
H008754,231,Tadzjikistan,"Nieuw land ontstaan uit de opsplitsing van de Sovjet-Unie in 1991. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",7
H008755,232,Taiwan,,7
H008756,233,Tanzania,"Tanzania, Tanganyika, Zanzibar.",5
H008757,234,Thailand,"Thailand, Siam.",7
H008758,235,Timor Leste,"Timor Leste, Portugees-Timor. 
Timor Leste is per 20 mei 2002 als zelfstandig land ontstaan uit Portugees-Timor.",7
H008759,236,Togo,,5
H008760,237,Tokelau,,6
H008761,238,Tonga,,6
H008762,239,Trinidad en Tobago,,6
H008763,240,Tsjaad,"Tsjaad, Frans Equatoriaal-Afrika.",5
H008764,241,Tsjechië,"Nieuw land ontstaan uit de opsplitsing van Tsjecho-Slowakije in 1993. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Tsjecho-Slowakije tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Tsjecho-Slowakije tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",3
H007207,242,Tsjecho-Slowakije (oud),"Betreft het Tsjecho-Slowakije van vóór de opsplitsing in 1993. 
In de registers die het CBS gebruikt kwam dit land alleen tot de opsplitsing als actueel land voor. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die voor de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die voor de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden deze personen gerekend tot het herkomstland dat correspondeert met het land waar hun geboorteplaats volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die voor de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die voor de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden deze personen gerekend tot het herkomstland dat correspondeert met het land waar hun geboorteplaats volgens de huidige landgrenzen ligt.",3
H008765,243,Tunesië,,5
H008767,244,Turkmenistan,"Nieuw land ontstaan uit de opsplitsing van de Sovjet-Unie in 1991. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt. 
Voor bevolkingsontwikkeling geldt: 
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot dit herkomstland gerekend. 
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit herkomstland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot dit herkomstland gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",7
H008768,245,Turks- en Caicoseilanden,"Turks- en Caicoseilanden, Caicoseilanden, Turkseilanden.",6
H008769,246,Tuvalu,,6
H008770,247,Uganda,,5
H008771,248,Uruguay,,6
H008772,249,Vanuatu,"Vanuatu, Nieuwe Hebriden.",6
H008773,250,Vaticaanstad,,3
H008774,251,Venezuela,,6
H008776,252,Verenigd Koninkrijk,Groot-Brittannië.,3
H008777,253,Verenigde Arabische Emiraten,"Verenigde Arabische Emiraten, Ajman, Abu Dhabi, Dubai, Fujairah, Ras al-Khaimah, Umm Al-Qaiwain, Sharjah, Trucial Oman.",7
H008778,254,Verenigde Staten van Amerika,"Verenigde Staten van Amerika, Hawaii-eilanden.",6
H008779,255,Verre eilanden van de VS,"Verre eilanden van de Verenigde Staten van Amerika: Johnston, Midway, Wake.",6
H008780,256,Vietnam,"Vietnam, Frans Indochina, Indochina, Noord-Vietnam, Zuid-Vietnam.",7
H008782,257,Wallis en Futuna,,6
H008784,258,Zambia,"Zambia, Noord-Rhodesië.",5
H008785,259,Zimbabwe,"Zimbabwe, Rhodesië, Zuid-Rhodesië.",5
H008787,260,Zuid-Afrika,,5
