freq,s_adj,age,unit,sex,geo,time,value
M,SA,TOTAL,PC_ACT,T,BG,2007-07,7.0
M,SA,TOTAL,PC_ACT,T,BG,2007-08,6.9
M,SA,TOTAL,PC_ACT,T,BG,2007-09,6.7
M,SA,TOTAL,PC_ACT,T,BG,2007-10,6.4
M,SA,TOTAL,PC_ACT,T,BG,2007-11,6.1
M,SA,TOTAL,PC_ACT,T,BG,2007-12,6.1
M,SA,TOTAL,PC_ACT,T,BG,2008-01,6.1
M,SA,TOTAL,PC_ACT,T,BG,2008-02,6.1
M,SA,TOTAL,PC_ACT,T,BG,2008-03,5.9
M,SA,TOTAL,PC_ACT,T,BG,2008-04,5.9
M,SA,TOTAL,PC_ACT,T,BG,2008-05,5.9
M,SA,TOTAL,PC_ACT,T,BG,2008-06,5.7
M,SA,TOTAL,PC_ACT,T,BG,2008-07,5.6
M,SA,TOTAL,PC_ACT,T,BG,2008-08,5.5
M,SA,TOTAL,PC_ACT,T,BG,2008-09,5.3
M,SA,TOTAL,PC_ACT,T,BG,2008-10,5.1
M,SA,TOTAL,PC_ACT,T,BG,2008-11,5.0
M,SA,TOTAL,PC_ACT,T,BG,2008-12,5.3
M,SA,TOTAL,PC_ACT,T,BG,2009-01,6.9
M,SA,TOTAL,PC_ACT,T,BG,2009-02,7.0
M,SA,TOTAL,PC_ACT,T,BG,2009-03,7.1
M,SA,TOTAL,PC_ACT,T,BG,2009-04,7.2
M,SA,TOTAL,PC_ACT,T,BG,2009-05,7.4
M,SA,TOTAL,PC_ACT,T,BG,2009-06,7.7
M,SA,TOTAL,PC_ACT,T,BG,2009-07,8.1
M,SA,TOTAL,PC_ACT,T,BG,2009-08,8.4
M,SA,TOTAL,PC_ACT,T,BG,2009-09,8.6
M,SA,TOTAL,PC_ACT,T,BG,2009-10,8.7
M,SA,TOTAL,PC_ACT,T,BG,2009-11,9.0
M,SA,TOTAL,PC_ACT,T,BG,2009-12,9.5
M,SA,TOTAL,PC_ACT,T,BG,2010-01,10.2
M,SA,TOTAL,PC_ACT,T,BG,2010-02,10.7
M,SA,TOTAL,PC_ACT,T,BG,2010-03,10.8
M,SA,TOTAL,PC_ACT,T,BG,2010-04,11.0
M,SA,TOTAL,PC_ACT,T,BG,2010-05,11.0
M,SA,TOTAL,PC_ACT,T,BG,2010-06,11.1
M,SA,TOTAL,PC_ACT,T,BG,2010-07,11.1
M,SA,TOTAL,PC_ACT,T,BG,2010-08,11.3
M,SA,TOTAL,PC_ACT,T,BG,2010-09,11.7
M,SA,TOTAL,PC_ACT,T,BG,2010-10,12.1
M,SA,TOTAL,PC_ACT,T,BG,2010-11,12.5
M,SA,TOTAL,PC_ACT,T,BG,2010-12,12.6
M,SA,TOTAL,PC_ACT,T,BG,2011-01,12.7
M,SA,TOTAL,PC_ACT,T,BG,2011-02,12.5
M,SA,TOTAL,PC_ACT,T,BG,2011-03,12.3
M,SA,TOTAL,PC_ACT,T,BG,2011-04,12.2
M,SA,TOTAL,PC_ACT,T,BG,2011-05,12.2
M,SA,TOTAL,PC_ACT,T,BG,2011-06,12.1
M,SA,TOTAL,PC_ACT,T,BG,2011-07,12.0
M,SA,TOTAL,PC_ACT,T,BG,2011-08,12.1
M,SA,TOTAL,PC_ACT,T,BG,2011-09,12.1
M,SA,TOTAL,PC_ACT,T,BG,2011-10,12.2
M,SA,TOTAL,PC_ACT,T,BG,2011-11,12.5
M,SA,TOTAL,PC_ACT,T,BG,2011-12,12.9
M,SA,TOTAL,PC_ACT,T,BG,2012-01,13.1
M,SA,TOTAL,PC_ACT,T,BG,2012-02,13.2
M,SA,TOTAL,PC_ACT,T,BG,2012-03,13.2
M,SA,TOTAL,PC_ACT,T,BG,2012-04,13.2
M,SA,TOTAL,PC_ACT,T,BG,2012-05,13.2
M,SA,TOTAL,PC_ACT,T,BG,2012-06,13.3
M,SA,TOTAL,PC_ACT,T,BG,2012-07,13.4
M,SA,TOTAL,PC_ACT,T,BG,2012-08,13.2
M,SA,TOTAL,PC_ACT,T,BG,2012-09,13.2
M,SA,TOTAL,PC_ACT,T,BG,2012-10,13.3
M,SA,TOTAL,PC_ACT,T,BG,2012-11,13.5
M,SA,TOTAL,PC_ACT,T,BG,2012-12,13.6
M,SA,TOTAL,PC_ACT,T,BG,2013-01,14.0
M,SA,TOTAL,PC_ACT,T,BG,2013-02,14.1
M,SA,TOTAL,PC_ACT,T,BG,2013-03,14.2
M,SA,TOTAL,PC_ACT,T,BG,2013-04,14.1
M,SA,TOTAL,PC_ACT,T,BG,2013-05,13.8
M,SA,TOTAL,PC_ACT,T,BG,2013-06,13.7
M,SA,TOTAL,PC_ACT,T,BG,2013-07,13.6
M,SA,TOTAL,PC_ACT,T,BG,2013-08,13.6
M,SA,TOTAL,PC_ACT,T,BG,2013-09,13.7
M,SA,TOTAL,PC_ACT,T,BG,2013-10,14.1
M,SA,TOTAL,PC_ACT,T,BG,2013-11,14.1
M,SA,TOTAL,PC_ACT,T,BG,2013-12,14.1
M,SA,TOTAL,PC_ACT,T,BG,2014-01,13.8
M,SA,TOTAL,PC_ACT,T,BG,2014-02,13.3
M,SA,TOTAL,PC_ACT,T,BG,2014-03,13.0
M,SA,TOTAL,PC_ACT,T,BG,2014-04,12.5
M,SA,TOTAL,PC_ACT,T,BG,2014-05,12.2
M,SA,TOTAL,PC_ACT,T,BG,2014-06,12.1
M,SA,TOTAL,PC_ACT,T,BG,2014-07,12.3
M,SA,TOTAL,PC_ACT,T,BG,2014-08,12.3
M,SA,TOTAL,PC_ACT,T,BG,2014-09,12.4
M,SA,TOTAL,PC_ACT,T,BG,2014-10,12.1
M,SA,TOTAL,PC_ACT,T,BG,2014-11,11.7
M,SA,TOTAL,PC_ACT,T,BG,2014-12,11.3
M,SA,TOTAL,PC_ACT,T,BG,2015-01,11.1
M,SA,TOTAL,PC_ACT,T,BG,2015-02,10.9
M,SA,TOTAL,PC_ACT,T,BG,2015-03,11.0
M,SA,TOTAL,PC_ACT,T,BG,2015-04,11.0
M,SA,TOTAL,PC_ACT,T,BG,2015-05,10.8
M,SA,TOTAL,PC_ACT,T,BG,2015-06,10.5
