Id,Measure,ValueAttribute,Value,StringValue,Generatie,Geslacht,Migratieachtergrond,Perioden
2126622,M000167,None,195.0,,T001040,T001038,H008718,2001MM10
2126628,M000167,None,198.0,,T001040,T001038,H008718,2001MM11
2126634,M000167,None,127.0,,T001040,T001038,H008718,2001MM12
2126646,M000167,None,261.0,,T001040,T001038,H008718,2002MM01
2126652,M000167,None,186.0,,T001040,T001038,H008718,2002MM02
2126658,M000167,None,194.0,,T001040,T001038,H008718,2002MM03
2126664,M000167,None,211.0,,T001040,T001038,H008718,2002MM04
2126670,M000167,None,159.0,,T001040,T001038,H008718,2002MM05
2126676,M000167,None,135.0,,T001040,T001038,H008718,2002MM06
2126682,M000167,None,193.0,,T001040,T001038,H008718,2002MM07
2126688,M000167,None,232.0,,T001040,T001038,H008718,2002MM08
2126694,M000167,None,264.0,,T001040,T001038,H008718,2002MM09
2126700,M000167,None,244.0,,T001040,T001038,H008718,2002MM10
2126706,M000167,None,169.0,,T001040,T001038,H008718,2002MM11
2126712,M000167,None,139.0,,T001040,T001038,H008718,2002MM12
2126724,M000167,None,189.0,,T001040,T001038,H008718,2003MM01
2126730,M000167,None,209.0,,T001040,T001038,H008718,2003MM02
2126736,M000167,None,157.0,,T001040,T001038,H008718,2003MM03
2126742,M000167,None,206.0,,T001040,T001038,H008718,2003MM04
2126748,M000167,None,166.0,,T001040,T001038,H008718,2003MM05
2126754,M000167,None,169.0,,T001040,T001038,H008718,2003MM06
2126760,M000167,None,214.0,,T001040,T001038,H008718,2003MM07
2126766,M000167,None,189.0,,T001040,T001038,H008718,2003MM08
2126772,M000167,None,258.0,,T001040,T001038,H008718,2003MM09
2126778,M000167,None,239.0,,T001040,T001038,H008718,2003MM10
2126784,M000167,None,156.0,,T001040,T001038,H008718,2003MM11
2126790,M000167,None,108.0,,T001040,T001038,H008718,2003MM12
2126802,M000167,None,143.0,,T001040,T001038,H008718,2004MM01
2126808,M000167,None,139.0,,T001040,T001038,H008718,2004MM02
2126814,M000167,None,151.0,,T001040,T001038,H008718,2004MM03
2126820,M000167,None,121.0,,T001040,T001038,H008718,2004MM04
2126826,M000167,None,714.0,,T001040,T001038,H008718,2004MM05
2126832,M000167,None,721.0,,T001040,T001038,H008718,2004MM06
2126838,M000167,None,586.0,,T001040,T001038,H008718,2004MM07
2126844,M000167,None,541.0,,T001040,T001038,H008718,2004MM08
2126850,M000167,None,764.0,,T001040,T001038,H008718,2004MM09
2126856,M000167,None,514.0,,T001040,T001038,H008718,2004MM10
2126862,M000167,None,486.0,,T001040,T001038,H008718,2004MM11
2126868,M000167,None,330.0,,T001040,T001038,H008718,2004MM12
2126880,M000167,None,441.0,,T001040,T001038,H008718,2005MM01
2126886,M000167,None,487.0,,T001040,T001038,H008718,2005MM02
2126892,M000167,None,473.0,,T001040,T001038,H008718,2005MM03
2126898,M000167,None,570.0,,T001040,T001038,H008718,2005MM04
2126904,M000167,None,492.0,,T001040,T001038,H008718,2005MM05
2126910,M000167,None,623.0,,T001040,T001038,H008718,2005MM06
2126916,M000167,None,536.0,,T001040,T001038,H008718,2005MM07
2126922,M000167,None,558.0,,T001040,T001038,H008718,2005MM08
2126928,M000167,None,815.0,,T001040,T001038,H008718,2005MM09
2126934,M000167,None,654.0,,T001040,T001038,H008718,2005MM10
2126940,M000167,None,685.0,,T001040,T001038,H008718,2005MM11
2126946,M000167,None,447.0,,T001040,T001038,H008718,2005MM12
2126958,M000167,None,567.0,,T001040,T001038,H008718,2006MM01
2126964,M000167,None,636.0,,T001040,T001038,H008718,2006MM02
2126970,M000167,None,656.0,,T001040,T001038,H008718,2006MM03
2126976,M000167,None,604.0,,T001040,T001038,H008718,2006MM04
2126982,M000167,None,690.0,,T001040,T001038,H008718,2006MM05
2126988,M000167,None,654.0,,T001040,T001038,H008718,2006MM06
2126994,M000167,None,521.0,,T001040,T001038,H008718,2006MM07
2127000,M000167,None,734.0,,T001040,T001038,H008718,2006MM08
2127006,M000167,None,1014.0,,T001040,T001038,H008718,2006MM09
2127012,M000167,None,930.0,,T001040,T001038,H008718,2006MM10
2127018,M000167,None,904.0,,T001040,T001038,H008718,2006MM11
2127024,M000167,None,490.0,,T001040,T001038,H008718,2006MM12
2127036,M000167,None,688.0,,T001040,T001038,H008718,2007MM01
2127042,M000167,None,707.0,,T001040,T001038,H008718,2007MM02
2127048,M000167,None,781.0,,T001040,T001038,H008718,2007MM03
2127054,M000167,None,535.0,,T001040,T001038,H008718,2007MM04
2127060,M000167,None,798.0,,T001040,T001038,H008718,2007MM05
2127066,M000167,None,870.0,,T001040,T001038,H008718,2007MM06
2127072,M000167,None,874.0,,T001040,T001038,H008718,2007MM07
2127078,M000167,None,964.0,,T001040,T001038,H008718,2007MM08
2127084,M000167,None,1133.0,,T001040,T001038,H008718,2007MM09
2127090,M000167,None,1204.0,,T001040,T001038,H008718,2007MM10
2127096,M000167,None,1027.0,,T001040,T001038,H008718,2007MM11
2127102,M000167,None,691.0,,T001040,T001038,H008718,2007MM12
2127114,M000167,None,1340.0,,T001040,T001038,H008718,2008MM01
2127120,M000167,None,1186.0,,T001040,T001038,H008718,2008MM02
2127126,M000167,None,1042.0,,T001040,T001038,H008718,2008MM03
2127132,M000167,None,1188.0,,T001040,T001038,H008718,2008MM04
2127138,M000167,None,1093.0,,T001040,T001038,H008718,2008MM05
2127144,M000167,None,1067.0,,T001040,T001038,H008718,2008MM06
2127150,M000167,None,1132.0,,T001040,T001038,H008718,2008MM07
2127156,M000167,None,1296.0,,T001040,T001038,H008718,2008MM08
2127162,M000167,None,1574.0,,T001040,T001038,H008718,2008MM09
2127168,M000167,None,1353.0,,T001040,T001038,H008718,2008MM10
2127174,M000167,None,1065.0,,T001040,T001038,H008718,2008MM11
2127180,M000167,None,813.0,,T001040,T001038,H008718,2008MM12
2127192,M000167,None,1240.0,,T001040,T001038,H008718,2009MM01
2127198,M000167,None,1136.0,,T001040,T001038,H008718,2009MM02
2127204,M000167,None,1249.0,,T001040,T001038,H008718,2009MM03
2127210,M000167,None,878.0,,T001040,T001038,H008718,2009MM04
2127216,M000167,None,894.0,,T001040,T001038,H008718,2009MM05
2127222,M000167,None,1111.0,,T001040,T001038,H008718,2009MM06
2127228,M000167,None,1197.0,,T001040,T001038,H008718,2009MM07
2127234,M000167,None,1108.0,,T001040,T001038,H008718,2009MM08
2127240,M000167,None,1428.0,,T001040,T001038,H008718,2009MM09
2127246,M000167,None,1151.0,,T001040,T001038,H008718,2009MM10
2127252,M000167,None,1065.0,,T001040,T001038,H008718,2009MM11
2127258,M000167,None,831.0,,T001040,T001038,H008718,2009MM12
2127270,M000167,None,1175.0,,T001040,T001038,H008718,2010MM01
2127276,M000167,None,1086.0,,T001040,T001038,H008718,2010MM02
2127282,M000167,None,1398.0,,T001040,T001038,H008718,2010MM03
2127288,M000167,None,1078.0,,T001040,T001038,H008718,2010MM04
2127294,M000167,None,919.0,,T001040,T001038,H008718,2010MM05
2127300,M000167,None,1151.0,,T001040,T001038,H008718,2010MM06
2127306,M000167,None,1386.0,,T001040,T001038,H008718,2010MM07
2127312,M000167,None,1479.0,,T001040,T001038,H008718,2010MM08
2127318,M000167,None,1630.0,,T001040,T001038,H008718,2010MM09
2127324,M000167,None,1437.0,,T001040,T001038,H008718,2010MM10
2127330,M000167,None,1395.0,,T001040,T001038,H008718,2010MM11
2127336,M000167,None,930.0,,T001040,T001038,H008718,2010MM12
2127348,M000167,None,1366.0,,T001040,T001038,H008718,2011MM01
2127354,M000167,None,1276.0,,T001040,T001038,H008718,2011MM02
2127360,M000167,None,1503.0,,T001040,T001038,H008718,2011MM03
2127366,M000167,None,1089.0,,T001040,T001038,H008718,2011MM04
2127372,M000167,None,1247.0,,T001040,T001038,H008718,2011MM05
2127378,M000167,None,1471.0,,T001040,T001038,H008718,2011MM06
2127384,M000167,None,1869.0,,T001040,T001038,H008718,2011MM07
2127390,M000167,None,1925.0,,T001040,T001038,H008718,2011MM08
2127396,M000167,None,2625.0,,T001040,T001038,H008718,2011MM09
2127402,M000167,None,1745.0,,T001040,T001038,H008718,2011MM10
2127408,M000167,None,2036.0,,T001040,T001038,H008718,2011MM11
2127414,M000167,None,1029.0,,T001040,T001038,H008718,2011MM12
2127426,M000167,None,1517.0,,T001040,T001038,H008718,2012MM01
2127432,M000167,None,1471.0,,T001040,T001038,H008718,2012MM02
2127438,M000167,None,1572.0,,T001040,T001038,H008718,2012MM03
2127444,M000167,None,1297.0,,T001040,T001038,H008718,2012MM04
2127450,M000167,None,1372.0,,T001040,T001038,H008718,2012MM05
2127456,M000167,None,1413.0,,T001040,T001038,H008718,2012MM06
2127462,M000167,None,1767.0,,T001040,T001038,H008718,2012MM07
2127468,M000167,None,1742.0,,T001040,T001038,H008718,2012MM08
2127474,M000167,None,2002.0,,T001040,T001038,H008718,2012MM09
2127480,M000167,None,1844.0,,T001040,T001038,H008718,2012MM10
2127486,M000167,None,1654.0,,T001040,T001038,H008718,2012MM11
2127492,M000167,None,1024.0,,T001040,T001038,H008718,2012MM12
2127504,M000167,None,1690.0,,T001040,T001038,H008718,2013MM01
2127510,M000167,None,1528.0,,T001040,T001038,H008718,2013MM02
2127516,M000167,None,1651.0,,T001040,T001038,H008718,2013MM03
2127522,M000167,None,1500.0,,T001040,T001038,H008718,2013MM04
2127528,M000167,None,1881.0,,T001040,T001038,H008718,2013MM05
2127534,M000167,None,1450.0,,T001040,T001038,H008718,2013MM06
2127540,M000167,None,2116.0,,T001040,T001038,H008718,2013MM07
2127546,M000167,None,1837.0,,T001040,T001038,H008718,2013MM08
2127552,M000167,None,1996.0,,T001040,T001038,H008718,2013MM09
2127558,M000167,None,1726.0,,T001040,T001038,H008718,2013MM10
2127564,M000167,None,1904.0,,T001040,T001038,H008718,2013MM11
2127570,M000167,None,1380.0,,T001040,T001038,H008718,2013MM12
2127582,M000167,None,2227.0,,T001040,T001038,H008718,2014MM01
2127588,M000167,None,2146.0,,T001040,T001038,H008718,2014MM02
2127594,M000167,None,2009.0,,T001040,T001038,H008718,2014MM03
2127600,M000167,None,2080.0,,T001040,T001038,H008718,2014MM04
2127606,M000167,None,1673.0,,T001040,T001038,H008718,2014MM05
2127612,M000167,None,2030.0,,T001040,T001038,H008718,2014MM06
2127618,M000167,None,2008.0,,T001040,T001038,H008718,2014MM07
2127624,M000167,None,1916.0,,T001040,T001038,H008718,2014MM08
2127630,M000167,None,2316.0,,T001040,T001038,H008718,2014MM09
2127636,M000167,None,2212.0,,T001040,T001038,H008718,2014MM10
2127642,M000167,None,1948.0,,T001040,T001038,H008718,2014MM11
2127648,M000167,None,1490.0,,T001040,T001038,H008718,2014MM12
2127660,M000167,None,1926.0,,T001040,T001038,H008718,2015MM01
2127666,M000167,None,1859.0,,T001040,T001038,H008718,2015MM02
2127672,M000167,None,2053.0,,T001040,T001038,H008718,2015MM03
2127678,M000167,None,1706.0,,T001040,T001038,H008718,2015MM04
2127684,M000167,None,1546.0,,T001040,T001038,H008718,2015MM05
2127690,M000167,None,2025.0,,T001040,T001038,H008718,2015MM06
2127696,M000167,None,2264.0,,T001040,T001038,H008718,2015MM07
2127702,M000167,None,1948.0,,T001040,T001038,H008718,2015MM08
2127708,M000167,None,2354.0,,T001040,T001038,H008718,2015MM09
2127714,M000167,None,2190.0,,T001040,T001038,H008718,2015MM10
2127720,M000167,None,1851.0,,T001040,T001038,H008718,2015MM11
2127726,M000167,None,1457.0,,T001040,T001038,H008718,2015MM12
2127738,M000167,None,1762.0,,T001040,T001038,H008718,2016MM01
2127744,M000167,None,2187.0,,T001040,T001038,H008718,2016MM02
2127750,M000167,None,1848.0,,T001040,T001038,H008718,2016MM03
2127756,M000167,None,1826.0,,T001040,T001038,H008718,2016MM04
2127762,M000167,None,1849.0,,T001040,T001038,H008718,2016MM05
2127768,M000167,None,2086.0,,T001040,T001038,H008718,2016MM06
2127774,M000167,None,1950.0,,T001040,T001038,H008718,2016MM07
2127780,M000167,None,2087.0,,T001040,T001038,H008718,2016MM08
2127786,M000167,None,2076.0,,T001040,T001038,H008718,2016MM09
2127792,M000167,None,1977.0,,T001040,T001038,H008718,2016MM10
2127798,M000167,None,2083.0,,T001040,T001038,H008718,2016MM11
2127804,M000167,None,1482.0,,T001040,T001038,H008718,2016MM12
2127816,M000167,None,1968.0,,T001040,T001038,H008718,2017MM01
2127822,M000167,None,1657.0,,T001040,T001038,H008718,2017MM02
2127828,M000167,None,2290.0,,T001040,T001038,H008718,2017MM03
2127834,M000167,None,1647.0,,T001040,T001038,H008718,2017MM04
2127840,M000167,None,1921.0,,T001040,T001038,H008718,2017MM05
2127846,M000167,None,2100.0,,T001040,T001038,H008718,2017MM06
2127852,M000167,None,2010.0,,T001040,T001038,H008718,2017MM07
2127858,M000167,None,2250.0,,T001040,T001038,H008718,2017MM08
2127864,M000167,None,2250.0,,T001040,T001038,H008718,2017MM09
2127870,M000167,None,2261.0,,T001040,T001038,H008718,2017MM10
2127876,M000167,None,2175.0,,T001040,T001038,H008718,2017MM11
2127882,M000167,None,1471.0,,T001040,T001038,H008718,2017MM12
2127894,M000167,None,2059.0,,T001040,T001038,H008718,2018MM01
2127900,M000167,None,2219.0,,T001040,T001038,H008718,2018MM02
2127906,M000167,None,1987.0,,T001040,T001038,H008718,2018MM03
2127912,M000167,None,1918.0,,T001040,T001038,H008718,2018MM04
2127918,M000167,None,2198.0,,T001040,T001038,H008718,2018MM05
2127924,M000167,None,2025.0,,T001040,T001038,H008718,2018MM06
2127930,M000167,None,2177.0,,T001040,T001038,H008718,2018MM07
2127936,M000167,None,2273.0,,T001040,T001038,H008718,2018MM08
2127942,M000167,None,2275.0,,T001040,T001038,H008718,2018MM09
2127948,M000167,None,2302.0,,T001040,T001038,H008718,2018MM10
2127954,M000167,None,2355.0,,T001040,T001038,H008718,2018MM11
2127960,M000167,None,1815.0,,T001040,T001038,H008718,2018MM12
2127972,M000167,None,2487.0,,T001040,T001038,H008718,2019MM01
2127978,M000167,None,2380.0,,T001040,T001038,H008718,2019MM02
2127984,M000167,None,2365.0,,T001040,T001038,H008718,2019MM03
2127990,M000167,None,2148.0,,T001040,T001038,H008718,2019MM04
2127996,M000167,None,2246.0,,T001040,T001038,H008718,2019MM05
2128002,M000167,None,2041.0,,T001040,T001038,H008718,2019MM06
2128008,M000167,None,2421.0,,T001040,T001038,H008718,2019MM07
2128014,M000167,None,2279.0,,T001040,T001038,H008718,2019MM08
2128020,M000167,None,2511.0,,T001040,T001038,H008718,2019MM09
2128026,M000167,None,2643.0,,T001040,T001038,H008718,2019MM10
2128032,M000167,None,2162.0,,T001040,T001038,H008718,2019MM11
2128038,M000167,None,1532.0,,T001040,T001038,H008718,2019MM12
2128050,M000167,None,2322.0,,T001040,T001038,H008718,2020MM01
2128056,M000167,None,2442.0,,T001040,T001038,H008718,2020MM02
2128062,M000167,None,2057.0,,T001040,T001038,H008718,2020MM03
2128068,M000167,None,1479.0,,T001040,T001038,H008718,2020MM04
2128074,M000167,None,1631.0,,T001040,T001038,H008718,2020MM05
2128080,M000167,None,2258.0,,T001040,T001038,H008718,2020MM06
2128086,M000167,None,2228.0,,T001040,T001038,H008718,2020MM07
2128092,M000167,None,2163.0,,T001040,T001038,H008718,2020MM08
2128098,M000167,None,2754.0,,T001040,T001038,H008718,2020MM09
2128104,M000167,None,2246.0,,T001040,T001038,H008718,2020MM10
2128110,M000167,None,2090.0,,T001040,T001038,H008718,2020MM11
2128116,M000167,None,2055.0,,T001040,T001038,H008718,2020MM12
2128128,M000167,None,2073.0,,T001040,T001038,H008718,2021MM01
2128134,M000167,None,2310.0,,T001040,T001038,H008718,2021MM02
2128140,M000167,None,2023.0,,T001040,T001038,H008718,2021MM03
2128146,M000167,None,2042.0,,T001040,T001038,H008718,2021MM04
2128152,M000167,None,1798.0,,T001040,T001038,H008718,2021MM05
2128158,M000167,None,2109.0,,T001040,T001038,H008718,2021MM06
2128164,M000167,None,2099.0,,T001040,T001038,H008718,2021MM07
2128170,M000167,None,2271.0,,T001040,T001038,H008718,2021MM08
2128176,M000167,None,2855.0,,T001040,T001038,H008718,2021MM09
2128182,M000167,None,2057.0,,T001040,T001038,H008718,2021MM10
2128188,M000167,None,2095.0,,T001040,T001038,H008718,2021MM11
2128194,M000167,None,1537.0,,T001040,T001038,H008718,2021MM12
2128206,M000167,None,1834.0,,T001040,T001038,H008718,2022MM01
2128212,M000167,None,1935.0,,T001040,T001038,H008718,2022MM02
2128218,M000167,None,2140.0,,T001040,T001038,H008718,2022MM03
2128224,M000167,None,1661.0,,T001040,T001038,H008718,2022MM04
2128230,M000167,None,2107.0,,T001040,T001038,H008718,2022MM05
2128236,M000167,None,2233.0,,T001040,T001038,H008718,2022MM06
2128242,M000167,None,2216.0,,T001040,T001038,H008718,2022MM07
2128248,M000167,None,2637.0,,T001040,T001038,H008718,2022MM08
2128254,M000167,None,3174.0,,T001040,T001038,H008718,2022MM09
2128260,M000167,None,2357.0,,T001040,T001038,H008718,2022MM10
2128266,M000167,None,2403.0,,T001040,T001038,H008718,2022MM11
2128272,M000167,None,1737.0,,T001040,T001038,H008718,2022MM12
2128284,M000167,None,2273.0,,T001040,T001038,H008718,2023MM01
2128290,M000167,None,2215.0,,T001040,T001038,H008718,2023MM02
2128296,M000167,None,2353.0,,T001040,T001038,H008718,2023MM03
2128302,M000167,None,1929.0,,T001040,T001038,H008718,2023MM04
2128308,M000167,None,2028.0,,T001040,T001038,H008718,2023MM05
2128314,M000167,None,1999.0,,T001040,T001038,H008718,2023MM06
2128320,M000167,None,2000.0,,T001040,T001038,H008718,2023MM07
2128326,M000167,None,2395.0,,T001040,T001038,H008718,2023MM08
2128332,M000167,None,2473.0,,T001040,T001038,H008718,2023MM09
2182050,M000167,None,28.0,,T001040,T001038,H008723,1995MM01
2182056,M000167,None,23.0,,T001040,T001038,H008723,1995MM02
2182062,M000167,None,22.0,,T001040,T001038,H008723,1995MM03
2182068,M000167,None,15.0,,T001040,T001038,H008723,1995MM04
2182074,M000167,None,8.0,,T001040,T001038,H008723,1995MM05
2182080,M000167,None,27.0,,T001040,T001038,H008723,1995MM06
2182086,M000167,None,21.0,,T001040,T001038,H008723,1995MM07
2182092,M000167,None,45.0,,T001040,T001038,H008723,1995MM08
2182098,M000167,None,32.0,,T001040,T001038,H008723,1995MM09
2182104,M000167,None,46.0,,T001040,T001038,H008723,1995MM10
2182110,M000167,None,21.0,,T001040,T001038,H008723,1995MM11
2182116,M000167,None,19.0,,T001040,T001038,H008723,1995MM12
2182128,M000167,None,26.0,,T001040,T001038,H008723,1996MM01
2182134,M000167,None,20.0,,T001040,T001038,H008723,1996MM02
2182140,M000167,None,23.0,,T001040,T001038,H008723,1996MM03
2182146,M000167,None,40.0,,T001040,T001038,H008723,1996MM04
2182152,M000167,None,26.0,,T001040,T001038,H008723,1996MM05
2182158,M000167,None,19.0,,T001040,T001038,H008723,1996MM06
2182164,M000167,None,27.0,,T001040,T001038,H008723,1996MM07
2182170,M000167,None,36.0,,T001040,T001038,H008723,1996MM08
2182176,M000167,None,30.0,,T001040,T001038,H008723,1996MM09
2182182,M000167,None,40.0,,T001040,T001038,H008723,1996MM10
2182188,M000167,None,33.0,,T001040,T001038,H008723,1996MM11
2182194,M000167,None,29.0,,T001040,T001038,H008723,1996MM12
2182206,M000167,None,26.0,,T001040,T001038,H008723,1997MM01
2182212,M000167,None,27.0,,T001040,T001038,H008723,1997MM02
2182218,M000167,None,32.0,,T001040,T001038,H008723,1997MM03
2182224,M000167,None,45.0,,T001040,T001038,H008723,1997MM04
2182230,M000167,None,26.0,,T001040,T001038,H008723,1997MM05
2182236,M000167,None,35.0,,T001040,T001038,H008723,1997MM06
2182242,M000167,None,30.0,,T001040,T001038,H008723,1997MM07
2182248,M000167,None,37.0,,T001040,T001038,H008723,1997MM08
2182254,M000167,None,61.0,,T001040,T001038,H008723,1997MM09
2182260,M000167,None,36.0,,T001040,T001038,H008723,1997MM10
2182266,M000167,None,42.0,,T001040,T001038,H008723,1997MM11
2182272,M000167,None,31.0,,T001040,T001038,H008723,1997MM12
2182284,M000167,None,34.0,,T001040,T001038,H008723,1998MM01
2182290,M000167,None,26.0,,T001040,T001038,H008723,1998MM02
2182296,M000167,None,38.0,,T001040,T001038,H008723,1998MM03
2182302,M000167,None,44.0,,T001040,T001038,H008723,1998MM04
2182308,M000167,None,22.0,,T001040,T001038,H008723,1998MM05
2182314,M000167,None,21.0,,T001040,T001038,H008723,1998MM06
2182320,M000167,None,49.0,,T001040,T001038,H008723,1998MM07
2182326,M000167,None,46.0,,T001040,T001038,H008723,1998MM08
2182332,M000167,None,68.0,,T001040,T001038,H008723,1998MM09
2182338,M000167,None,55.0,,T001040,T001038,H008723,1998MM10
2182344,M000167,None,57.0,,T001040,T001038,H008723,1998MM11
2182350,M000167,None,26.0,,T001040,T001038,H008723,1998MM12
2182362,M000167,None,36.0,,T001040,T001038,H008723,1999MM01
2182368,M000167,None,34.0,,T001040,T001038,H008723,1999MM02
2182374,M000167,None,42.0,,T001040,T001038,H008723,1999MM03
2182380,M000167,None,21.0,,T001040,T001038,H008723,1999MM04
2182386,M000167,None,24.0,,T001040,T001038,H008723,1999MM05
2182392,M000167,None,28.0,,T001040,T001038,H008723,1999MM06
2182398,M000167,None,26.0,,T001040,T001038,H008723,1999MM07
2182404,M000167,None,44.0,,T001040,T001038,H008723,1999MM08
2182410,M000167,None,58.0,,T001040,T001038,H008723,1999MM09
2182416,M000167,None,45.0,,T001040,T001038,H008723,1999MM10
2182422,M000167,None,47.0,,T001040,T001038,H008723,1999MM11
2182428,M000167,None,35.0,,T001040,T001038,H008723,1999MM12
2182440,M000167,None,47.0,,T001040,T001038,H008723,2000MM01
2182446,M000167,None,44.0,,T001040,T001038,H008723,2000MM02
2182452,M000167,None,69.0,,T001040,T001038,H008723,2000MM03
2182458,M000167,None,50.0,,T001040,T001038,H008723,2000MM04
2182464,M000167,None,52.0,,T001040,T001038,H008723,2000MM05
2182470,M000167,None,51.0,,T001040,T001038,H008723,2000MM06
2182476,M000167,None,43.0,,T001040,T001038,H008723,2000MM07
2182482,M000167,None,61.0,,T001040,T001038,H008723,2000MM08
2182488,M000167,None,75.0,,T001040,T001038,H008723,2000MM09
2182494,M000167,None,54.0,,T001040,T001038,H008723,2000MM10
2182500,M000167,None,59.0,,T001040,T001038,H008723,2000MM11
2182506,M000167,None,42.0,,T001040,T001038,H008723,2000MM12
2182518,M000167,None,59.0,,T001040,T001038,H008723,2001MM01
2182524,M000167,None,66.0,,T001040,T001038,H008723,2001MM02
2182530,M000167,None,60.0,,T001040,T001038,H008723,2001MM03
2182536,M000167,None,43.0,,T001040,T001038,H008723,2001MM04
2182542,M000167,None,72.0,,T001040,T001038,H008723,2001MM05
2182548,M000167,None,47.0,,T001040,T001038,H008723,2001MM06
2182554,M000167,None,52.0,,T001040,T001038,H008723,2001MM07
2182560,M000167,None,73.0,,T001040,T001038,H008723,2001MM08
2182566,M000167,None,61.0,,T001040,T001038,H008723,2001MM09
2182572,M000167,None,73.0,,T001040,T001038,H008723,2001MM10
2182578,M000167,None,46.0,,T001040,T001038,H008723,2001MM11
2182584,M000167,None,81.0,,T001040,T001038,H008723,2001MM12
2182596,M000167,None,50.0,,T001040,T001038,H008723,2002MM01
2182602,M000167,None,55.0,,T001040,T001038,H008723,2002MM02
2182608,M000167,None,54.0,,T001040,T001038,H008723,2002MM03
2182614,M000167,None,89.0,,T001040,T001038,H008723,2002MM04
2182620,M000167,None,50.0,,T001040,T001038,H008723,2002MM05
2182626,M000167,None,35.0,,T001040,T001038,H008723,2002MM06
2182632,M000167,None,49.0,,T001040,T001038,H008723,2002MM07
2182638,M000167,None,50.0,,T001040,T001038,H008723,2002MM08
2182644,M000167,None,66.0,,T001040,T001038,H008723,2002MM09
2182650,M000167,None,51.0,,T001040,T001038,H008723,2002MM10
2182656,M000167,None,52.0,,T001040,T001038,H008723,2002MM11
2182662,M000167,None,59.0,,T001040,T001038,H008723,2002MM12
2182674,M000167,None,82.0,,T001040,T001038,H008723,2003MM01
2182680,M000167,None,49.0,,T001040,T001038,H008723,2003MM02
2182686,M000167,None,70.0,,T001040,T001038,H008723,2003MM03
2182692,M000167,None,49.0,,T001040,T001038,H008723,2003MM04
2182698,M000167,None,44.0,,T001040,T001038,H008723,2003MM05
2182704,M000167,None,57.0,,T001040,T001038,H008723,2003MM06
2182710,M000167,None,52.0,,T001040,T001038,H008723,2003MM07
2182716,M000167,None,57.0,,T001040,T001038,H008723,2003MM08
2182722,M000167,None,113.0,,T001040,T001038,H008723,2003MM09
2182728,M000167,None,73.0,,T001040,T001038,H008723,2003MM10
2182734,M000167,None,48.0,,T001040,T001038,H008723,2003MM11
2182740,M000167,None,49.0,,T001040,T001038,H008723,2003MM12
2182752,M000167,None,55.0,,T001040,T001038,H008723,2004MM01
2182758,M000167,None,92.0,,T001040,T001038,H008723,2004MM02
2182764,M000167,None,59.0,,T001040,T001038,H008723,2004MM03
2182770,M000167,None,35.0,,T001040,T001038,H008723,2004MM04
2182776,M000167,None,50.0,,T001040,T001038,H008723,2004MM05
2182782,M000167,None,46.0,,T001040,T001038,H008723,2004MM06
2182788,M000167,None,59.0,,T001040,T001038,H008723,2004MM07
2182794,M000167,None,52.0,,T001040,T001038,H008723,2004MM08
2182800,M000167,None,100.0,,T001040,T001038,H008723,2004MM09
2182806,M000167,None,83.0,,T001040,T001038,H008723,2004MM10
2182812,M000167,None,64.0,,T001040,T001038,H008723,2004MM11
2182818,M000167,None,34.0,,T001040,T001038,H008723,2004MM12
2182830,M000167,None,64.0,,T001040,T001038,H008723,2005MM01
2182836,M000167,None,43.0,,T001040,T001038,H008723,2005MM02
2182842,M000167,None,46.0,,T001040,T001038,H008723,2005MM03
2182848,M000167,None,34.0,,T001040,T001038,H008723,2005MM04
2182854,M000167,None,45.0,,T001040,T001038,H008723,2005MM05
2182860,M000167,None,27.0,,T001040,T001038,H008723,2005MM06
2182866,M000167,None,33.0,,T001040,T001038,H008723,2005MM07
2182872,M000167,None,44.0,,T001040,T001038,H008723,2005MM08
2182878,M000167,None,104.0,,T001040,T001038,H008723,2005MM09
2182884,M000167,None,63.0,,T001040,T001038,H008723,2005MM10
2182890,M000167,None,47.0,,T001040,T001038,H008723,2005MM11
2182896,M000167,None,33.0,,T001040,T001038,H008723,2005MM12
2182908,M000167,None,69.0,,T001040,T001038,H008723,2006MM01
2182914,M000167,None,73.0,,T001040,T001038,H008723,2006MM02
2182920,M000167,None,82.0,,T001040,T001038,H008723,2006MM03
2182926,M000167,None,73.0,,T001040,T001038,H008723,2006MM04
2182932,M000167,None,52.0,,T001040,T001038,H008723,2006MM05
2182938,M000167,None,38.0,,T001040,T001038,H008723,2006MM06
2182944,M000167,None,46.0,,T001040,T001038,H008723,2006MM07
2182950,M000167,None,83.0,,T001040,T001038,H008723,2006MM08
2182956,M000167,None,98.0,,T001040,T001038,H008723,2006MM09
2182962,M000167,None,77.0,,T001040,T001038,H008723,2006MM10
2182968,M000167,None,69.0,,T001040,T001038,H008723,2006MM11
2182974,M000167,None,27.0,,T001040,T001038,H008723,2006MM12
2182986,M000167,None,343.0,,T001040,T001038,H008723,2007MM01
2182992,M000167,None,273.0,,T001040,T001038,H008723,2007MM02
2182998,M000167,None,188.0,,T001040,T001038,H008723,2007MM03
2183004,M000167,None,133.0,,T001040,T001038,H008723,2007MM04
2183010,M000167,None,167.0,,T001040,T001038,H008723,2007MM05
2183016,M000167,None,177.0,,T001040,T001038,H008723,2007MM06
2183022,M000167,None,153.0,,T001040,T001038,H008723,2007MM07
2183028,M000167,None,213.0,,T001040,T001038,H008723,2007MM08
2183034,M000167,None,272.0,,T001040,T001038,H008723,2007MM09
