freq,indic_bt,nace_r2,s_adj,unit,geo,time,value
M,PRD,B-D,SCA,I21,PL,1969-02,
M,PRD,B-D,SCA,I21,PL,1969-03,
M,PRD,B-D,SCA,I21,PL,1969-04,
M,PRD,B-D,SCA,I21,PL,1969-05,
M,PRD,B-D,SCA,I21,PL,1969-06,
M,PRD,B-D,SCA,I21,PL,1969-07,
M,PRD,B-D,SCA,I21,PL,1969-08,
M,PRD,B-D,SCA,I21,PL,1969-09,
M,PRD,B-D,SCA,I21,PL,1969-10,
M,PRD,B-D,SCA,I21,PL,1969-11,
M,PRD,B-D,SCA,I21,PL,1969-12,
M,PRD,B-D,SCA,I21,PL,1970-01,
M,PRD,B-D,SCA,I21,PL,1970-02,
M,PRD,B-D,SCA,I21,PL,1970-03,
M,PRD,B-D,SCA,I21,PL,1970-04,
M,PRD,B-D,SCA,I21,PL,1970-05,
M,PRD,B-D,SCA,I21,PL,1970-06,
M,PRD,B-D,SCA,I21,PL,1970-07,
M,PRD,B-D,SCA,I21,PL,1970-08,
M,PRD,B-D,SCA,I21,PL,1970-09,
M,PRD,B-D,SCA,I21,PL,1970-10,
M,PRD,B-D,SCA,I21,PL,1970-11,
M,PRD,B-D,SCA,I21,PL,1970-12,
M,PRD,B-D,SCA,I21,PL,1971-01,
M,PRD,B-D,SCA,I21,PL,1971-02,
M,PRD,B-D,SCA,I21,PL,1971-03,
M,PRD,B-D,SCA,I21,PL,1971-04,
M,PRD,B-D,SCA,I21,PL,1971-05,
M,PRD,B-D,SCA,I21,PL,1971-06,
M,PRD,B-D,SCA,I21,PL,1971-07,
M,PRD,B-D,SCA,I21,PL,1971-08,
M,PRD,B-D,SCA,I21,PL,1971-09,
M,PRD,B-D,SCA,I21,PL,1971-10,
M,PRD,B-D,SCA,I21,PL,1971-11,
M,PRD,B-D,SCA,I21,PL,1971-12,
M,PRD,B-D,SCA,I21,PL,1972-01,
M,PRD,B-D,SCA,I21,PL,1972-02,
M,PRD,B-D,SCA,I21,PL,1972-03,
M,PRD,B-D,SCA,I21,PL,1972-04,
M,PRD,B-D,SCA,I21,PL,1972-05,
M,PRD,B-D,SCA,I21,PL,1972-06,
M,PRD,B-D,SCA,I21,PL,1972-07,
M,PRD,B-D,SCA,I21,PL,1972-08,
M,PRD,B-D,SCA,I21,PL,1972-09,
M,PRD,B-D,SCA,I21,PL,1972-10,
M,PRD,B-D,SCA,I21,PL,1972-11,
M,PRD,B-D,SCA,I21,PL,1972-12,
M,PRD,B-D,SCA,I21,PL,1973-01,
M,PRD,B-D,SCA,I21,PL,1973-02,
M,PRD,B-D,SCA,I21,PL,1973-03,
M,PRD,B-D,SCA,I21,PL,1973-04,
M,PRD,B-D,SCA,I21,PL,1973-05,
M,PRD,B-D,SCA,I21,PL,1973-06,
M,PRD,B-D,SCA,I21,PL,1973-07,
M,PRD,B-D,SCA,I21,PL,1973-08,
M,PRD,B-D,SCA,I21,PL,1973-09,
M,PRD,B-D,SCA,I21,PL,1973-10,
M,PRD,B-D,SCA,I21,PL,1973-11,
M,PRD,B-D,SCA,I21,PL,1973-12,
M,PRD,B-D,SCA,I21,PL,1974-01,
M,PRD,B-D,SCA,I21,PL,1974-02,
M,PRD,B-D,SCA,I21,PL,1974-03,
M,PRD,B-D,SCA,I21,PL,1974-04,
M,PRD,B-D,SCA,I21,PL,1974-05,
M,PRD,B-D,SCA,I21,PL,1974-06,
M,PRD,B-D,SCA,I21,PL,1974-07,
M,PRD,B-D,SCA,I21,PL,1974-08,
M,PRD,B-D,SCA,I21,PL,1974-09,
M,PRD,B-D,SCA,I21,PL,1974-10,
M,PRD,B-D,SCA,I21,PL,1974-11,
M,PRD,B-D,SCA,I21,PL,1974-12,
M,PRD,B-D,SCA,I21,PL,1975-01,
M,PRD,B-D,SCA,I21,PL,1975-02,
M,PRD,B-D,SCA,I21,PL,1975-03,
M,PRD,B-D,SCA,I21,PL,1975-04,
M,PRD,B-D,SCA,I21,PL,1975-05,
M,PRD,B-D,SCA,I21,PL,1975-06,
M,PRD,B-D,SCA,I21,PL,1975-07,
M,PRD,B-D,SCA,I21,PL,1975-08,
M,PRD,B-D,SCA,I21,PL,1975-09,
M,PRD,B-D,SCA,I21,PL,1975-10,
M,PRD,B-D,SCA,I21,PL,1975-11,
M,PRD,B-D,SCA,I21,PL,1975-12,
M,PRD,B-D,SCA,I21,PL,1976-01,
M,PRD,B-D,SCA,I21,PL,1976-02,
M,PRD,B-D,SCA,I21,PL,1976-03,
M,PRD,B-D,SCA,I21,PL,1976-04,
M,PRD,B-D,SCA,I21,PL,1976-05,
M,PRD,B-D,SCA,I21,PL,1976-06,
M,PRD,B-D,SCA,I21,PL,1976-07,
M,PRD,B-D,SCA,I21,PL,1976-08,
M,PRD,B-D,SCA,I21,PL,1976-09,
M,PRD,B-D,SCA,I21,PL,1976-10,
M,PRD,B-D,SCA,I21,PL,1976-11,
M,PRD,B-D,SCA,I21,PL,1976-12,
M,PRD,B-D,SCA,I21,PL,1977-01,
M,PRD,B-D,SCA,I21,PL,1977-02,
M,PRD,B-D,SCA,I21,PL,1977-03,
M,PRD,B-D,SCA,I21,PL,1977-04,
M,PRD,B-D,SCA,I21,PL,1977-05,
M,PRD,B-D,SCA,I21,PL,1977-06,
M,PRD,B-D,SCA,I21,PL,1977-07,
M,PRD,B-D,SCA,I21,PL,1977-08,
M,PRD,B-D,SCA,I21,PL,1977-09,
M,PRD,B-D,SCA,I21,PL,1977-10,
M,PRD,B-D,SCA,I21,PL,1977-11,
M,PRD,B-D,SCA,I21,PL,1977-12,
M,PRD,B-D,SCA,I21,PL,1978-01,
M,PRD,B-D,SCA,I21,PL,1978-02,
M,PRD,B-D,SCA,I21,PL,1978-03,
M,PRD,B-D,SCA,I21,PL,1978-04,
M,PRD,B-D,SCA,I21,PL,1978-05,
M,PRD,B-D,SCA,I21,PL,1978-06,
M,PRD,B-D,SCA,I21,PL,1978-07,
M,PRD,B-D,SCA,I21,PL,1978-08,
M,PRD,B-D,SCA,I21,PL,1978-09,
M,PRD,B-D,SCA,I21,PL,1978-10,
M,PRD,B-D,SCA,I21,PL,1978-11,
M,PRD,B-D,SCA,I21,PL,1978-12,
M,PRD,B-D,SCA,I21,PL,1979-01,
M,PRD,B-D,SCA,I21,PL,1979-02,
M,PRD,B-D,SCA,I21,PL,1979-03,
M,PRD,B-D,SCA,I21,PL,1979-04,
M,PRD,B-D,SCA,I21,PL,1979-05,
M,PRD,B-D,SCA,I21,PL,1979-06,
M,PRD,B-D,SCA,I21,PL,1979-07,
M,PRD,B-D,SCA,I21,PL,1979-08,
M,PRD,B-D,SCA,I21,PL,1979-09,
M,PRD,B-D,SCA,I21,PL,1979-10,
M,PRD,B-D,SCA,I21,PL,1979-11,
M,PRD,B-D,SCA,I21,PL,1979-12,
M,PRD,B-D,SCA,I21,PL,1980-01,
M,PRD,B-D,SCA,I21,PL,1980-02,
M,PRD,B-D,SCA,I21,PL,1980-03,
M,PRD,B-D,SCA,I21,PL,1980-04,
M,PRD,B-D,SCA,I21,PL,1980-05,
M,PRD,B-D,SCA,I21,PL,1980-06,
M,PRD,B-D,SCA,I21,PL,1980-07,
M,PRD,B-D,SCA,I21,PL,1980-08,
M,PRD,B-D,SCA,I21,PL,1980-09,
M,PRD,B-D,SCA,I21,PL,1980-10,
M,PRD,B-D,SCA,I21,PL,1980-11,
M,PRD,B-D,SCA,I21,PL,1980-12,
M,PRD,B-D,SCA,I21,PL,1981-01,
M,PRD,B-D,SCA,I21,PL,1981-02,
M,PRD,B-D,SCA,I21,PL,1981-03,
M,PRD,B-D,SCA,I21,PL,1981-04,
M,PRD,B-D,SCA,I21,PL,1981-05,
M,PRD,B-D,SCA,I21,PL,1981-06,
M,PRD,B-D,SCA,I21,PL,1981-07,
M,PRD,B-D,SCA,I21,PL,1981-08,
M,PRD,B-D,SCA,I21,PL,1981-09,
M,PRD,B-D,SCA,I21,PL,1981-10,
M,PRD,B-D,SCA,I21,PL,1981-11,
M,PRD,B-D,SCA,I21,PL,1981-12,
M,PRD,B-D,SCA,I21,PL,1982-01,
M,PRD,B-D,SCA,I21,PL,1982-02,
M,PRD,B-D,SCA,I21,PL,1982-03,
M,PRD,B-D,SCA,I21,PL,1982-04,
M,PRD,B-D,SCA,I21,PL,1982-05,
M,PRD,B-D,SCA,I21,PL,1982-06,
M,PRD,B-D,SCA,I21,PL,1982-07,
M,PRD,B-D,SCA,I21,PL,1982-08,
M,PRD,B-D,SCA,I21,PL,1982-09,
M,PRD,B-D,SCA,I21,PL,1982-10,
M,PRD,B-D,SCA,I21,PL,1982-11,
M,PRD,B-D,SCA,I21,PL,1982-12,
M,PRD,B-D,SCA,I21,PL,1983-01,
M,PRD,B-D,SCA,I21,PL,1983-02,
M,PRD,B-D,SCA,I21,PL,1983-03,
M,PRD,B-D,SCA,I21,PL,1983-04,
M,PRD,B-D,SCA,I21,PL,1983-05,
M,PRD,B-D,SCA,I21,PL,1983-06,
M,PRD,B-D,SCA,I21,PL,1983-07,
M,PRD,B-D,SCA,I21,PL,1983-08,
M,PRD,B-D,SCA,I21,PL,1983-09,
M,PRD,B-D,SCA,I21,PL,1983-10,
M,PRD,B-D,SCA,I21,PL,1983-11,
M,PRD,B-D,SCA,I21,PL,1983-12,
M,PRD,B-D,SCA,I21,PL,1984-01,
M,PRD,B-D,SCA,I21,PL,1984-02,
M,PRD,B-D,SCA,I21,PL,1984-03,
M,PRD,B-D,SCA,I21,PL,1984-04,
M,PRD,B-D,SCA,I21,PL,1984-05,
M,PRD,B-D,SCA,I21,PL,1984-06,
M,PRD,B-D,SCA,I21,PL,1984-07,
M,PRD,B-D,SCA,I21,PL,1984-08,
M,PRD,B-D,SCA,I21,PL,1984-09,
M,PRD,B-D,SCA,I21,PL,1984-10,
M,PRD,B-D,SCA,I21,PL,1984-11,
M,PRD,B-D,SCA,I21,PL,1984-12,
M,PRD,B-D,SCA,I21,PL,1985-01,
M,PRD,B-D,SCA,I21,PL,1985-02,
M,PRD,B-D,SCA,I21,PL,1985-03,
M,PRD,B-D,SCA,I21,PL,1985-04,
M,PRD,B-D,SCA,I21,PL,1985-05,
M,PRD,B-D,SCA,I21,PL,1985-06,
M,PRD,B-D,SCA,I21,PL,1985-07,
M,PRD,B-D,SCA,I21,PL,1985-08,
M,PRD,B-D,SCA,I21,PL,1985-09,
M,PRD,B-D,SCA,I21,PL,1985-10,
M,PRD,B-D,SCA,I21,PL,1985-11,
M,PRD,B-D,SCA,I21,PL,1985-12,
M,PRD,B-D,SCA,I21,PL,1986-01,
M,PRD,B-D,SCA,I21,PL,1986-02,
M,PRD,B-D,SCA,I21,PL,1986-03,
M,PRD,B-D,SCA,I21,PL,1986-04,
M,PRD,B-D,SCA,I21,PL,1986-05,
M,PRD,B-D,SCA,I21,PL,1986-06,
M,PRD,B-D,SCA,I21,PL,1986-07,
M,PRD,B-D,SCA,I21,PL,1986-08,
M,PRD,B-D,SCA,I21,PL,1986-09,
M,PRD,B-D,SCA,I21,PL,1986-10,
M,PRD,B-D,SCA,I21,PL,1986-11,
M,PRD,B-D,SCA,I21,PL,1986-12,
M,PRD,B-D,SCA,I21,PL,1987-01,
M,PRD,B-D,SCA,I21,PL,1987-02,
M,PRD,B-D,SCA,I21,PL,1987-03,
M,PRD,B-D,SCA,I21,PL,1987-04,
M,PRD,B-D,SCA,I21,PL,1987-05,
M,PRD,B-D,SCA,I21,PL,1987-06,
M,PRD,B-D,SCA,I21,PL,1987-07,
M,PRD,B-D,SCA,I21,PL,1987-08,
M,PRD,B-D,SCA,I21,PL,1987-09,
M,PRD,B-D,SCA,I21,PL,1987-10,
M,PRD,B-D,SCA,I21,PL,1987-11,
M,PRD,B-D,SCA,I21,PL,1987-12,
M,PRD,B-D,SCA,I21,PL,1988-01,
M,PRD,B-D,SCA,I21,PL,1988-02,
M,PRD,B-D,SCA,I21,PL,1988-03,
M,PRD,B-D,SCA,I21,PL,1988-04,
M,PRD,B-D,SCA,I21,PL,1988-05,
M,PRD,B-D,SCA,I21,PL,1988-06,
M,PRD,B-D,SCA,I21,PL,1988-07,
M,PRD,B-D,SCA,I21,PL,1988-08,
M,PRD,B-D,SCA,I21,PL,1988-09,
M,PRD,B-D,SCA,I21,PL,1988-10,
M,PRD,B-D,SCA,I21,PL,1988-11,
M,PRD,B-D,SCA,I21,PL,1988-12,
M,PRD,B-D,SCA,I21,PL,1989-01,
M,PRD,B-D,SCA,I21,PL,1989-02,
M,PRD,B-D,SCA,I21,PL,1989-03,
M,PRD,B-D,SCA,I21,PL,1989-04,
M,PRD,B-D,SCA,I21,PL,1989-05,
M,PRD,B-D,SCA,I21,PL,1989-06,
M,PRD,B-D,SCA,I21,PL,1989-07,
M,PRD,B-D,SCA,I21,PL,1989-08,
M,PRD,B-D,SCA,I21,PL,1989-09,
M,PRD,B-D,SCA,I21,PL,1989-10,
M,PRD,B-D,SCA,I21,PL,1989-11,
M,PRD,B-D,SCA,I21,PL,1989-12,
M,PRD,B-D,SCA,I21,PL,1990-01,
M,PRD,B-D,SCA,I21,PL,1990-02,
M,PRD,B-D,SCA,I21,PL,1990-03,
M,PRD,B-D,SCA,I21,PL,1990-04,
M,PRD,B-D,SCA,I21,PL,1990-05,
M,PRD,B-D,SCA,I21,PL,1990-06,
M,PRD,B-D,SCA,I21,PL,1990-07,
M,PRD,B-D,SCA,I21,PL,1990-08,
M,PRD,B-D,SCA,I21,PL,1990-09,
M,PRD,B-D,SCA,I21,PL,1990-10,
M,PRD,B-D,SCA,I21,PL,1990-11,
M,PRD,B-D,SCA,I21,PL,1990-12,
M,PRD,B-D,SCA,I21,PL,1991-01,
M,PRD,B-D,SCA,I21,PL,1991-02,
M,PRD,B-D,SCA,I21,PL,1991-03,
M,PRD,B-D,SCA,I21,PL,1991-04,
M,PRD,B-D,SCA,I21,PL,1991-05,
M,PRD,B-D,SCA,I21,PL,1991-06,
M,PRD,B-D,SCA,I21,PL,1991-07,
M,PRD,B-D,SCA,I21,PL,1991-08,
M,PRD,B-D,SCA,I21,PL,1991-09,
M,PRD,B-D,SCA,I21,PL,1991-10,
M,PRD,B-D,SCA,I21,PL,1991-11,
M,PRD,B-D,SCA,I21,PL,1991-12,
M,PRD,B-D,SCA,I21,PL,1992-01,
M,PRD,B-D,SCA,I21,PL,1992-02,
M,PRD,B-D,SCA,I21,PL,1992-03,
M,PRD,B-D,SCA,I21,PL,1992-04,
M,PRD,B-D,SCA,I21,PL,1992-05,
M,PRD,B-D,SCA,I21,PL,1992-06,
M,PRD,B-D,SCA,I21,PL,1992-07,
M,PRD,B-D,SCA,I21,PL,1992-08,
M,PRD,B-D,SCA,I21,PL,1992-09,
M,PRD,B-D,SCA,I21,PL,1992-10,
M,PRD,B-D,SCA,I21,PL,1992-11,
M,PRD,B-D,SCA,I21,PL,1992-12,
M,PRD,B-D,SCA,I21,PL,1993-01,
M,PRD,B-D,SCA,I21,PL,1993-02,
M,PRD,B-D,SCA,I21,PL,1993-03,
M,PRD,B-D,SCA,I21,PL,1993-04,
M,PRD,B-D,SCA,I21,PL,1993-05,
M,PRD,B-D,SCA,I21,PL,1993-06,
M,PRD,B-D,SCA,I21,PL,1993-07,
M,PRD,B-D,SCA,I21,PL,1993-08,
M,PRD,B-D,SCA,I21,PL,1993-09,
M,PRD,B-D,SCA,I21,PL,1993-10,
M,PRD,B-D,SCA,I21,PL,1993-11,
M,PRD,B-D,SCA,I21,PL,1993-12,
M,PRD,B-D,SCA,I21,PL,1994-01,
M,PRD,B-D,SCA,I21,PL,1994-02,
M,PRD,B-D,SCA,I21,PL,1994-03,
M,PRD,B-D,SCA,I21,PL,1994-04,
M,PRD,B-D,SCA,I21,PL,1994-05,
M,PRD,B-D,SCA,I21,PL,1994-06,
M,PRD,B-D,SCA,I21,PL,1994-07,
M,PRD,B-D,SCA,I21,PL,1994-08,
M,PRD,B-D,SCA,I21,PL,1994-09,
M,PRD,B-D,SCA,I21,PL,1994-10,
M,PRD,B-D,SCA,I21,PL,1994-11,
M,PRD,B-D,SCA,I21,PL,1994-12,
M,PRD,B-D,SCA,I21,PL,1995-01,
M,PRD,B-D,SCA,I21,PL,1995-02,
M,PRD,B-D,SCA,I21,PL,1995-03,
M,PRD,B-D,SCA,I21,PL,1995-04,
M,PRD,B-D,SCA,I21,PL,1995-05,
M,PRD,B-D,SCA,I21,PL,1995-06,
M,PRD,B-D,SCA,I21,PL,1995-07,
M,PRD,B-D,SCA,I21,PL,1995-08,
M,PRD,B-D,SCA,I21,PL,1995-09,
M,PRD,B-D,SCA,I21,PL,1995-10,
M,PRD,B-D,SCA,I21,PL,1995-11,
M,PRD,B-D,SCA,I21,PL,1995-12,
M,PRD,B-D,SCA,I21,PL,1996-01,
M,PRD,B-D,SCA,I21,PL,1996-02,
M,PRD,B-D,SCA,I21,PL,1996-03,
M,PRD,B-D,SCA,I21,PL,1996-04,
M,PRD,B-D,SCA,I21,PL,1996-05,
M,PRD,B-D,SCA,I21,PL,1996-06,
M,PRD,B-D,SCA,I21,PL,1996-07,
M,PRD,B-D,SCA,I21,PL,1996-08,
M,PRD,B-D,SCA,I21,PL,1996-09,
M,PRD,B-D,SCA,I21,PL,1996-10,
M,PRD,B-D,SCA,I21,PL,1996-11,
M,PRD,B-D,SCA,I21,PL,1996-12,
M,PRD,B-D,SCA,I21,PL,1997-01,
M,PRD,B-D,SCA,I21,PL,1997-02,
M,PRD,B-D,SCA,I21,PL,1997-03,
M,PRD,B-D,SCA,I21,PL,1997-04,
M,PRD,B-D,SCA,I21,PL,1997-05,
M,PRD,B-D,SCA,I21,PL,1997-06,
M,PRD,B-D,SCA,I21,PL,1997-07,
M,PRD,B-D,SCA,I21,PL,1997-08,
M,PRD,B-D,SCA,I21,PL,1997-09,
M,PRD,B-D,SCA,I21,PL,1997-10,
M,PRD,B-D,SCA,I21,PL,1997-11,
M,PRD,B-D,SCA,I21,PL,1997-12,
M,PRD,B-D,SCA,I21,PL,1998-01,
M,PRD,B-D,SCA,I21,PL,1998-02,
M,PRD,B-D,SCA,I21,PL,1998-03,
M,PRD,B-D,SCA,I21,PL,1998-04,
M,PRD,B-D,SCA,I21,PL,1998-05,
M,PRD,B-D,SCA,I21,PL,1998-06,
M,PRD,B-D,SCA,I21,PL,1998-07,
M,PRD,B-D,SCA,I21,PL,1998-08,
M,PRD,B-D,SCA,I21,PL,1998-09,
M,PRD,B-D,SCA,I21,PL,1998-10,
M,PRD,B-D,SCA,I21,PL,1998-11,
M,PRD,B-D,SCA,I21,PL,1998-12,
M,PRD,B-D,SCA,I21,PL,1999-01,
M,PRD,B-D,SCA,I21,PL,1999-02,
M,PRD,B-D,SCA,I21,PL,1999-03,
M,PRD,B-D,SCA,I21,PL,1999-04,
M,PRD,B-D,SCA,I21,PL,1999-05,
M,PRD,B-D,SCA,I21,PL,1999-06,
M,PRD,B-D,SCA,I21,PL,1999-07,
M,PRD,B-D,SCA,I21,PL,1999-08,
M,PRD,B-D,SCA,I21,PL,1999-09,
M,PRD,B-D,SCA,I21,PL,1999-10,
M,PRD,B-D,SCA,I21,PL,1999-11,
M,PRD,B-D,SCA,I21,PL,1999-12,
M,PRD,B-D,SCA,I21,PL,2000-01,33.7
M,PRD,B-D,SCA,I21,PL,2000-02,33.6
M,PRD,B-D,SCA,I21,PL,2000-03,33.2
M,PRD,B-D,SCA,I21,PL,2000-04,35.2
M,PRD,B-D,SCA,I21,PL,2000-05,35.0
M,PRD,B-D,SCA,I21,PL,2000-06,35.0
M,PRD,B-D,SCA,I21,PL,2000-07,35.6
M,PRD,B-D,SCA,I21,PL,2000-08,34.9
M,PRD,B-D,SCA,I21,PL,2000-09,35.2
M,PRD,B-D,SCA,I21,PL,2000-10,35.4
M,PRD,B-D,SCA,I21,PL,2000-11,34.8
M,PRD,B-D,SCA,I21,PL,2000-12,36.7
M,PRD,B-D,SCA,I21,PL,2001-01,35.3
M,PRD,B-D,SCA,I21,PL,2001-02,35.5
M,PRD,B-D,SCA,I21,PL,2001-03,35.6
M,PRD,B-D,SCA,I21,PL,2001-04,35.2
M,PRD,B-D,SCA,I21,PL,2001-05,35.0
M,PRD,B-D,SCA,I21,PL,2001-06,34.9
M,PRD,B-D,SCA,I21,PL,2001-07,34.8
M,PRD,B-D,SCA,I21,PL,2001-08,35.2
M,PRD,B-D,SCA,I21,PL,2001-09,35.4
M,PRD,B-D,SCA,I21,PL,2001-10,34.6
M,PRD,B-D,SCA,I21,PL,2001-11,34.1
M,PRD,B-D,SCA,I21,PL,2001-12,35.5
M,PRD,B-D,SCA,I21,PL,2002-01,35.2
M,PRD,B-D,SCA,I21,PL,2002-02,35.5
M,PRD,B-D,SCA,I21,PL,2002-03,35.6
M,PRD,B-D,SCA,I21,PL,2002-04,34.1
M,PRD,B-D,SCA,I21,PL,2002-05,35.2
M,PRD,B-D,SCA,I21,PL,2002-06,35.7
M,PRD,B-D,SCA,I21,PL,2002-07,35.2
M,PRD,B-D,SCA,I21,PL,2002-08,36.2
M,PRD,B-D,SCA,I21,PL,2002-09,36.3
M,PRD,B-D,SCA,I21,PL,2002-10,35.5
M,PRD,B-D,SCA,I21,PL,2002-11,37.7
M,PRD,B-D,SCA,I21,PL,2002-12,36.5
M,PRD,B-D,SCA,I21,PL,2003-01,36.2
M,PRD,B-D,SCA,I21,PL,2003-02,36.8
M,PRD,B-D,SCA,I21,PL,2003-03,37.4
M,PRD,B-D,SCA,I21,PL,2003-04,36.8
M,PRD,B-D,SCA,I21,PL,2003-05,37.6
M,PRD,B-D,SCA,I21,PL,2003-06,38.5
M,PRD,B-D,SCA,I21,PL,2003-07,39.0
M,PRD,B-D,SCA,I21,PL,2003-08,40.3
M,PRD,B-D,SCA,I21,PL,2003-09,39.1
M,PRD,B-D,SCA,I21,PL,2003-10,40.0
M,PRD,B-D,SCA,I21,PL,2003-11,40.9
M,PRD,B-D,SCA,I21,PL,2003-12,41.1
M,PRD,B-D,SCA,I21,PL,2004-01,42.5
M,PRD,B-D,SCA,I21,PL,2004-02,42.5
M,PRD,B-D,SCA,I21,PL,2004-03,43.1
M,PRD,B-D,SCA,I21,PL,2004-04,44.5
M,PRD,B-D,SCA,I21,PL,2004-05,43.7
M,PRD,B-D,SCA,I21,PL,2004-06,42.9
M,PRD,B-D,SCA,I21,PL,2004-07,43.0
M,PRD,B-D,SCA,I21,PL,2004-08,42.9
M,PRD,B-D,SCA,I21,PL,2004-09,43.2
M,PRD,B-D,SCA,I21,PL,2004-10,44.1
M,PRD,B-D,SCA,I21,PL,2004-11,43.9
M,PRD,B-D,SCA,I21,PL,2004-12,41.3
M,PRD,B-D,SCA,I21,PL,2005-01,44.4
M,PRD,B-D,SCA,I21,PL,2005-02,44.2
M,PRD,B-D,SCA,I21,PL,2005-03,43.0
M,PRD,B-D,SCA,I21,PL,2005-04,44.0
M,PRD,B-D,SCA,I21,PL,2005-05,44.2
M,PRD,B-D,SCA,I21,PL,2005-06,44.4
M,PRD,B-D,SCA,I21,PL,2005-07,45.5
M,PRD,B-D,SCA,I21,PL,2005-08,45.5
M,PRD,B-D,SCA,I21,PL,2005-09,45.8
M,PRD,B-D,SCA,I21,PL,2005-10,47.3
M,PRD,B-D,SCA,I21,PL,2005-11,48.1
M,PRD,B-D,SCA,I21,PL,2005-12,48.7
M,PRD,B-D,SCA,I21,PL,2006-01,47.4
M,PRD,B-D,SCA,I21,PL,2006-02,48.5
M,PRD,B-D,SCA,I21,PL,2006-03,48.7
M,PRD,B-D,SCA,I21,PL,2006-04,50.1
M,PRD,B-D,SCA,I21,PL,2006-05,50.8
M,PRD,B-D,SCA,I21,PL,2006-06,51.3
M,PRD,B-D,SCA,I21,PL,2006-07,52.0
M,PRD,B-D,SCA,I21,PL,2006-08,51.6
M,PRD,B-D,SCA,I21,PL,2006-09,52.6
M,PRD,B-D,SCA,I21,PL,2006-10,52.6
M,PRD,B-D,SCA,I21,PL,2006-11,52.4
M,PRD,B-D,SCA,I21,PL,2006-12,55.0
M,PRD,B-D,SCA,I21,PL,2007-01,54.0
M,PRD,B-D,SCA,I21,PL,2007-02,54.0
M,PRD,B-D,SCA,I21,PL,2007-03,55.4
M,PRD,B-D,SCA,I21,PL,2007-04,54.6
M,PRD,B-D,SCA,I21,PL,2007-05,55.1
M,PRD,B-D,SCA,I21,PL,2007-06,55.7
M,PRD,B-D,SCA,I21,PL,2007-07,56.0
M,PRD,B-D,SCA,I21,PL,2007-08,56.2
M,PRD,B-D,SCA,I21,PL,2007-09,56.8
M,PRD,B-D,SCA,I21,PL,2007-10,57.2
M,PRD,B-D,SCA,I21,PL,2007-11,57.4
M,PRD,B-D,SCA,I21,PL,2007-12,58.7
M,PRD,B-D,SCA,I21,PL,2008-01,59.7
M,PRD,B-D,SCA,I21,PL,2008-02,59.5
M,PRD,B-D,SCA,I21,PL,2008-03,58.4
M,PRD,B-D,SCA,I21,PL,2008-04,59.2
M,PRD,B-D,SCA,I21,PL,2008-05,57.2
M,PRD,B-D,SCA,I21,PL,2008-06,57.3
M,PRD,B-D,SCA,I21,PL,2008-07,56.9
M,PRD,B-D,SCA,I21,PL,2008-08,56.7
M,PRD,B-D,SCA,I21,PL,2008-09,56.4
M,PRD,B-D,SCA,I21,PL,2008-10,55.6
M,PRD,B-D,SCA,I21,PL,2008-11,53.9
M,PRD,B-D,SCA,I21,PL,2008-12,53.6
M,PRD,B-D,SCA,I21,PL,2009-01,52.7
M,PRD,B-D,SCA,I21,PL,2009-02,53.4
M,PRD,B-D,SCA,I21,PL,2009-03,54.1
M,PRD,B-D,SCA,I21,PL,2009-04,53.6
M,PRD,B-D,SCA,I21,PL,2009-05,54.1
M,PRD,B-D,SCA,I21,PL,2009-06,54.3
M,PRD,B-D,SCA,I21,PL,2009-07,54.4
M,PRD,B-D,SCA,I21,PL,2009-08,55.3
M,PRD,B-D,SCA,I21,PL,2009-09,55.3
M,PRD,B-D,SCA,I21,PL,2009-10,56.1
M,PRD,B-D,SCA,I21,PL,2009-11,57.1
M,PRD,B-D,SCA,I21,PL,2009-12,56.4
M,PRD,B-D,SCA,I21,PL,2010-01,58.6
M,PRD,B-D,SCA,I21,PL,2010-02,58.3
M,PRD,B-D,SCA,I21,PL,2010-03,59.7
M,PRD,B-D,SCA,I21,PL,2010-04,59.0
M,PRD,B-D,SCA,I21,PL,2010-05,61.0
M,PRD,B-D,SCA,I21,PL,2010-06,62.2
M,PRD,B-D,SCA,I21,PL,2010-07,61.8
M,PRD,B-D,SCA,I21,PL,2010-08,61.1
M,PRD,B-D,SCA,I21,PL,2010-09,62.0
M,PRD,B-D,SCA,I21,PL,2010-10,62.3
M,PRD,B-D,SCA,I21,PL,2010-11,62.5
M,PRD,B-D,SCA,I21,PL,2010-12,61.2
M,PRD,B-D,SCA,I21,PL,2011-01,63.0
M,PRD,B-D,SCA,I21,PL,2011-02,64.4
M,PRD,B-D,SCA,I21,PL,2011-03,63.9
M,PRD,B-D,SCA,I21,PL,2011-04,64.6
M,PRD,B-D,SCA,I21,PL,2011-05,64.2
M,PRD,B-D,SCA,I21,PL,2011-06,63.9
M,PRD,B-D,SCA,I21,PL,2011-07,64.4
M,PRD,B-D,SCA,I21,PL,2011-08,65.8
M,PRD,B-D,SCA,I21,PL,2011-09,66.4
M,PRD,B-D,SCA,I21,PL,2011-10,66.1
M,PRD,B-D,SCA,I21,PL,2011-11,67.2
M,PRD,B-D,SCA,I21,PL,2011-12,68.7
M,PRD,B-D,SCA,I21,PL,2012-01,66.6
M,PRD,B-D,SCA,I21,PL,2012-02,65.3
M,PRD,B-D,SCA,I21,PL,2012-03,66.2
M,PRD,B-D,SCA,I21,PL,2012-04,66.2
M,PRD,B-D,SCA,I21,PL,2012-05,67.0
