freq,indic_bt,nace_r2,s_adj,unit,geo,time,value
M,PRD,B-D,SCA,I21,PL,2012-06,66.2
M,PRD,B-D,SCA,I21,PL,2012-07,66.1
M,PRD,B-D,SCA,I21,PL,2012-08,66.0
M,PRD,B-D,SCA,I21,PL,2012-09,66.0
M,PRD,B-D,SCA,I21,PL,2012-10,66.1
M,PRD,B-D,SCA,I21,PL,2012-11,65.2
M,PRD,B-D,SCA,I21,PL,2012-12,65.6
M,PRD,B-D,SCA,I21,PL,2013-01,65.4
M,PRD,B-D,SCA,I21,PL,2013-02,66.2
M,PRD,B-D,SCA,I21,PL,2013-03,65.7
M,PRD,B-D,SCA,I21,PL,2013-04,66.5
M,PRD,B-D,SCA,I21,PL,2013-05,67.4
M,PRD,B-D,SCA,I21,PL,2013-06,68.0
M,PRD,B-D,SCA,I21,PL,2013-07,68.6
M,PRD,B-D,SCA,I21,PL,2013-08,69.2
M,PRD,B-D,SCA,I21,PL,2013-09,68.7
M,PRD,B-D,SCA,I21,PL,2013-10,69.2
M,PRD,B-D,SCA,I21,PL,2013-11,70.1
M,PRD,B-D,SCA,I21,PL,2013-12,68.1
M,PRD,B-D,SCA,I21,PL,2014-01,69.4
M,PRD,B-D,SCA,I21,PL,2014-02,69.2
M,PRD,B-D,SCA,I21,PL,2014-03,69.0
M,PRD,B-D,SCA,I21,PL,2014-04,70.1
M,PRD,B-D,SCA,I21,PL,2014-05,69.1
M,PRD,B-D,SCA,I21,PL,2014-06,69.3
M,PRD,B-D,SCA,I21,PL,2014-07,70.5
M,PRD,B-D,SCA,I21,PL,2014-08,69.9
M,PRD,B-D,SCA,I21,PL,2014-09,70.4
M,PRD,B-D,SCA,I21,PL,2014-10,70.6
M,PRD,B-D,SCA,I21,PL,2014-11,70.3
M,PRD,B-D,SCA,I21,PL,2014-12,71.6
M,PRD,B-D,SCA,I21,PL,2015-01,72.0
M,PRD,B-D,SCA,I21,PL,2015-02,72.3
M,PRD,B-D,SCA,I21,PL,2015-03,73.2
M,PRD,B-D,SCA,I21,PL,2015-04,71.6
M,PRD,B-D,SCA,I21,PL,2015-05,72.5
M,PRD,B-D,SCA,I21,PL,2015-06,72.7
M,PRD,B-D,SCA,I21,PL,2015-07,73.6
M,PRD,B-D,SCA,I21,PL,2015-08,72.2
M,PRD,B-D,SCA,I21,PL,2015-09,73.6
M,PRD,B-D,SCA,I21,PL,2015-10,74.2
M,PRD,B-D,SCA,I21,PL,2015-11,74.3
M,PRD,B-D,SCA,I21,PL,2015-12,74.6
M,PRD,B-D,SCA,I21,PL,2016-01,74.4
M,PRD,B-D,SCA,I21,PL,2016-02,74.8
M,PRD,B-D,SCA,I21,PL,2016-03,73.3
M,PRD,B-D,SCA,I21,PL,2016-04,75.8
M,PRD,B-D,SCA,I21,PL,2016-05,74.6
M,PRD,B-D,SCA,I21,PL,2016-06,75.5
M,PRD,B-D,SCA,I21,PL,2016-07,74.8
M,PRD,B-D,SCA,I21,PL,2016-08,75.8
M,PRD,B-D,SCA,I21,PL,2016-09,76.3
M,PRD,B-D,SCA,I21,PL,2016-10,74.7
M,PRD,B-D,SCA,I21,PL,2016-11,76.6
M,PRD,B-D,SCA,I21,PL,2016-12,78.0
M,PRD,B-D,SCA,I21,PL,2017-01,77.9
M,PRD,B-D,SCA,I21,PL,2017-02,77.8
M,PRD,B-D,SCA,I21,PL,2017-03,79.9
M,PRD,B-D,SCA,I21,PL,2017-04,78.5
M,PRD,B-D,SCA,I21,PL,2017-05,79.6
M,PRD,B-D,SCA,I21,PL,2017-06,80.4
M,PRD,B-D,SCA,I21,PL,2017-07,79.5
M,PRD,B-D,SCA,I21,PL,2017-08,82.4
M,PRD,B-D,SCA,I21,PL,2017-09,81.6
M,PRD,B-D,SCA,I21,PL,2017-10,82.5
M,PRD,B-D,SCA,I21,PL,2017-11,82.4
M,PRD,B-D,SCA,I21,PL,2017-12,83.8
M,PRD,B-D,SCA,I21,PL,2018-01,83.1
M,PRD,B-D,SCA,I21,PL,2018-02,83.3
M,PRD,B-D,SCA,I21,PL,2018-03,82.4
M,PRD,B-D,SCA,I21,PL,2018-04,83.9
M,PRD,B-D,SCA,I21,PL,2018-05,84.9
M,PRD,B-D,SCA,I21,PL,2018-06,85.9
M,PRD,B-D,SCA,I21,PL,2018-07,85.5
M,PRD,B-D,SCA,I21,PL,2018-08,86.9
M,PRD,B-D,SCA,I21,PL,2018-09,85.6
M,PRD,B-D,SCA,I21,PL,2018-10,87.1
M,PRD,B-D,SCA,I21,PL,2018-11,86.7
M,PRD,B-D,SCA,I21,PL,2018-12,86.8
M,PRD,B-D,SCA,I21,PL,2019-01,88.2
M,PRD,B-D,SCA,I21,PL,2019-02,88.5
M,PRD,B-D,SCA,I21,PL,2019-03,87.9
M,PRD,B-D,SCA,I21,PL,2019-04,89.6
M,PRD,B-D,SCA,I21,PL,2019-05,89.4
M,PRD,B-D,SCA,I21,PL,2019-06,86.6
M,PRD,B-D,SCA,I21,PL,2019-07,88.4
M,PRD,B-D,SCA,I21,PL,2019-08,87.9
M,PRD,B-D,SCA,I21,PL,2019-09,88.9
M,PRD,B-D,SCA,I21,PL,2019-10,90.5
M,PRD,B-D,SCA,I21,PL,2019-11,90.6
M,PRD,B-D,SCA,I21,PL,2019-12,89.0
M,PRD,B-D,SCA,I21,PL,2020-01,91.2
M,PRD,B-D,SCA,I21,PL,2020-02,92.3
M,PRD,B-D,SCA,I21,PL,2020-03,82.8
M,PRD,B-D,SCA,I21,PL,2020-04,67.1
M,PRD,B-D,SCA,I21,PL,2020-05,75.5
M,PRD,B-D,SCA,I21,PL,2020-06,83.4
M,PRD,B-D,SCA,I21,PL,2020-07,89.0
M,PRD,B-D,SCA,I21,PL,2020-08,89.6
M,PRD,B-D,SCA,I21,PL,2020-09,92.2
M,PRD,B-D,SCA,I21,PL,2020-10,92.9
M,PRD,B-D,SCA,I21,PL,2020-11,93.7
M,PRD,B-D,SCA,I21,PL,2020-12,95.0
M,PRD,B-D,SCA,I21,PL,2021-01,95.2
M,PRD,B-D,SCA,I21,PL,2021-02,94.9
M,PRD,B-D,SCA,I21,PL,2021-03,97.5
M,PRD,B-D,SCA,I21,PL,2021-04,97.3
M,PRD,B-D,SCA,I21,PL,2021-05,98.2
M,PRD,B-D,SCA,I21,PL,2021-06,99.2
M,PRD,B-D,SCA,I21,PL,2021-07,99.9
M,PRD,B-D,SCA,I21,PL,2021-08,99.7
M,PRD,B-D,SCA,I21,PL,2021-09,100.5
M,PRD,B-D,SCA,I21,PL,2021-10,101.9
M,PRD,B-D,SCA,I21,PL,2021-11,107.7
M,PRD,B-D,SCA,I21,PL,2021-12,107.9
M,PRD,B-D,SCA,I21,PL,2022-01,108.8
M,PRD,B-D,SCA,I21,PL,2022-02,110.4
M,PRD,B-D,SCA,I21,PL,2022-03,113.3
M,PRD,B-D,SCA,I21,PL,2022-04,111.2
M,PRD,B-D,SCA,I21,PL,2022-05,111.4
M,PRD,B-D,SCA,I21,PL,2022-06,110.0
M,PRD,B-D,SCA,I21,PL,2022-07,109.4
M,PRD,B-D,SCA,I21,PL,2022-08,110.4
M,PRD,B-D,SCA,I21,PL,2022-09,110.6
M,PRD,B-D,SCA,I21,PL,2022-10,108.2
M,PRD,B-D,SCA,I21,PL,2022-11,111.3
M,PRD,B-D,SCA,I21,PL,2022-12,111.1
M,PRD,B-D,SCA,I21,PL,2023-01,109.7
M,PRD,B-D,SCA,I21,PL,2023-02,109.4
M,PRD,B-D,SCA,I21,PL,2023-03,110.3
M,PRD,B-D,SCA,I21,PL,2023-04,106.9
M,PRD,B-D,SCA,I21,PL,2023-05,109.1
M,PRD,B-D,SCA,I21,PL,2023-06,109.5
M,PRD,B-D,SCA,I21,PL,2023-07,108.3
M,PRD,B-D,SCA,I21,PL,2023-08,109.6
M,PRD,B-D,SCA,I21,PL,2023-09,109.9
M,PRD,B-D,SCA,I21,PL,2023-10,109.0
M,PRD,B-D,SCA,I21,PL,2023-11,110.2
M,PRD,B-D,SCA,I21,PL,2023-12,110.4
M,PRD,B-D,SCA,I21,PL,2024-01,110.4
M,PRD,B-D,SCA,I21,PL,2024-02,110.4
M,PRD,B-D,SCA,I21,PL,2024-03,107.7
M,PRD,B-D,SCA,I21,PL,2024-04,111.1
M,PRD,B-D,SCA,I21,PL,2024-05,109.3
M,PRD,B-D,SCA,I21,PL,2024-06,111.0
M,PRD,B-D,SCA,I21,PL,2024-07,109.7
M,PRD,B-D,SCA,I21,PL,2024-08,109.6
M,PRD,B-D,SCA,I21,PL,2024-09,108.4
M,PRD,B-D,SCA,I21,PL,2024-10,111.4
M,PRD,B-D,SCA,I21,PL,2024-11,111.8
M,PRD,B-D,SCA,I21,PL,2024-12,108.7
M,PRD,B-D,SCA,I21,PL,2025-01,112.6
M,PRD,B-D,SCA,I21,PL,2025-02,111.5
M,PRD,B-D,SCA,I21,PL,2025-03,111.8
M,PRD,B-D,SCA,I21,PL,2025-04,112.5
M,PRD,B-D,SCA,I21,PL,2025-05,111.9
M,PRD,B-D,SCA,I21,PL,2025-06,111.2
M,PRD,B-D,SCA,I21,PL,2025-07,112.9
M,PRD,B-D,SCA,I21,PL,2025-08,112.5
M,PRD,B-D,SCA,I21,PL,2025-09,114.5
M,PRD,B-D,SCA,I21,PL,2025-10,114.8
M,PRD,B-D,SCA,I21,PL,2025-11,111.6
M,PRD,B-D,SCA,I21,PL,2025-12,115.3
M,PRD,B-D,SCA,I21,PL,2026-01,112.1
M,PRD,B-D,SCA,I21,PL,2026-02,112.3
M,PRD,B-D,SCA,I21,PL,2026-03,118.4
M,PRD,B-D,SCA,I21,PL,2026-04,114.4
M,PRD,B-D,SCA,I21,PL,2026-05,116.7
M,PRD,B-D,SCA,I21,PL,2026-06,116.3
M,PRD,B-D,SCA,I21,PL,2026-07,
M,PRD,B-D,SCA,I21,RO,1953-01,
M,PRD,B-D,SCA,I21,RO,1953-02,
M,PRD,B-D,SCA,I21,RO,1953-03,
M,PRD,B-D,SCA,I21,RO,1953-04,
M,PRD,B-D,SCA,I21,RO,1953-05,
M,PRD,B-D,SCA,I21,RO,1953-06,
M,PRD,B-D,SCA,I21,RO,1953-07,
M,PRD,B-D,SCA,I21,RO,1953-08,
M,PRD,B-D,SCA,I21,RO,1953-09,
M,PRD,B-D,SCA,I21,RO,1953-10,
M,PRD,B-D,SCA,I21,RO,1953-11,
M,PRD,B-D,SCA,I21,RO,1953-12,
M,PRD,B-D,SCA,I21,RO,1954-01,
M,PRD,B-D,SCA,I21,RO,1954-02,
M,PRD,B-D,SCA,I21,RO,1954-03,
M,PRD,B-D,SCA,I21,RO,1954-04,
M,PRD,B-D,SCA,I21,RO,1954-05,
M,PRD,B-D,SCA,I21,RO,1954-06,
M,PRD,B-D,SCA,I21,RO,1954-07,
M,PRD,B-D,SCA,I21,RO,1954-08,
M,PRD,B-D,SCA,I21,RO,1954-09,
M,PRD,B-D,SCA,I21,RO,1954-10,
M,PRD,B-D,SCA,I21,RO,1954-11,
M,PRD,B-D,SCA,I21,RO,1954-12,
M,PRD,B-D,SCA,I21,RO,1955-01,
M,PRD,B-D,SCA,I21,RO,1955-02,
M,PRD,B-D,SCA,I21,RO,1955-03,
M,PRD,B-D,SCA,I21,RO,1955-04,
M,PRD,B-D,SCA,I21,RO,1955-05,
M,PRD,B-D,SCA,I21,RO,1955-06,
M,PRD,B-D,SCA,I21,RO,1955-07,
M,PRD,B-D,SCA,I21,RO,1955-08,
M,PRD,B-D,SCA,I21,RO,1955-09,
M,PRD,B-D,SCA,I21,RO,1955-10,
M,PRD,B-D,SCA,I21,RO,1955-11,
M,PRD,B-D,SCA,I21,RO,1955-12,
M,PRD,B-D,SCA,I21,RO,1956-01,
M,PRD,B-D,SCA,I21,RO,1956-02,
M,PRD,B-D,SCA,I21,RO,1956-03,
M,PRD,B-D,SCA,I21,RO,1956-04,
M,PRD,B-D,SCA,I21,RO,1956-05,
M,PRD,B-D,SCA,I21,RO,1956-06,
M,PRD,B-D,SCA,I21,RO,1956-07,
M,PRD,B-D,SCA,I21,RO,1956-08,
M,PRD,B-D,SCA,I21,RO,1956-09,
M,PRD,B-D,SCA,I21,RO,1956-10,
M,PRD,B-D,SCA,I21,RO,1956-11,
M,PRD,B-D,SCA,I21,RO,1956-12,
M,PRD,B-D,SCA,I21,RO,1957-01,
M,PRD,B-D,SCA,I21,RO,1957-02,
M,PRD,B-D,SCA,I21,RO,1957-03,
M,PRD,B-D,SCA,I21,RO,1957-04,
M,PRD,B-D,SCA,I21,RO,1957-05,
M,PRD,B-D,SCA,I21,RO,1957-06,
M,PRD,B-D,SCA,I21,RO,1957-07,
M,PRD,B-D,SCA,I21,RO,1957-08,
M,PRD,B-D,SCA,I21,RO,1957-09,
M,PRD,B-D,SCA,I21,RO,1957-10,
M,PRD,B-D,SCA,I21,RO,1957-11,
M,PRD,B-D,SCA,I21,RO,1957-12,
M,PRD,B-D,SCA,I21,RO,1958-01,
M,PRD,B-D,SCA,I21,RO,1958-02,
M,PRD,B-D,SCA,I21,RO,1958-03,
M,PRD,B-D,SCA,I21,RO,1958-04,
M,PRD,B-D,SCA,I21,RO,1958-05,
M,PRD,B-D,SCA,I21,RO,1958-06,
M,PRD,B-D,SCA,I21,RO,1958-07,
M,PRD,B-D,SCA,I21,RO,1958-08,
M,PRD,B-D,SCA,I21,RO,1958-09,
M,PRD,B-D,SCA,I21,RO,1958-10,
M,PRD,B-D,SCA,I21,RO,1958-11,
M,PRD,B-D,SCA,I21,RO,1958-12,
M,PRD,B-D,SCA,I21,RO,1959-01,
M,PRD,B-D,SCA,I21,RO,1959-02,
M,PRD,B-D,SCA,I21,RO,1959-03,
M,PRD,B-D,SCA,I21,RO,1959-04,
M,PRD,B-D,SCA,I21,RO,1959-05,
M,PRD,B-D,SCA,I21,RO,1959-06,
M,PRD,B-D,SCA,I21,RO,1959-07,
M,PRD,B-D,SCA,I21,RO,1959-08,
M,PRD,B-D,SCA,I21,RO,1959-09,
M,PRD,B-D,SCA,I21,RO,1959-10,
M,PRD,B-D,SCA,I21,RO,1959-11,
M,PRD,B-D,SCA,I21,RO,1959-12,
M,PRD,B-D,SCA,I21,RO,1960-01,
M,PRD,B-D,SCA,I21,RO,1960-02,
M,PRD,B-D,SCA,I21,RO,1960-03,
M,PRD,B-D,SCA,I21,RO,1960-04,
M,PRD,B-D,SCA,I21,RO,1960-05,
M,PRD,B-D,SCA,I21,RO,1960-06,
M,PRD,B-D,SCA,I21,RO,1960-07,
M,PRD,B-D,SCA,I21,RO,1960-08,
M,PRD,B-D,SCA,I21,RO,1960-09,
M,PRD,B-D,SCA,I21,RO,1960-10,
M,PRD,B-D,SCA,I21,RO,1960-11,
M,PRD,B-D,SCA,I21,RO,1960-12,
M,PRD,B-D,SCA,I21,RO,1961-01,
M,PRD,B-D,SCA,I21,RO,1961-02,
M,PRD,B-D,SCA,I21,RO,1961-03,
M,PRD,B-D,SCA,I21,RO,1961-04,
M,PRD,B-D,SCA,I21,RO,1961-05,
M,PRD,B-D,SCA,I21,RO,1961-06,
M,PRD,B-D,SCA,I21,RO,1961-07,
M,PRD,B-D,SCA,I21,RO,1961-08,
M,PRD,B-D,SCA,I21,RO,1961-09,
M,PRD,B-D,SCA,I21,RO,1961-10,
M,PRD,B-D,SCA,I21,RO,1961-11,
M,PRD,B-D,SCA,I21,RO,1961-12,
M,PRD,B-D,SCA,I21,RO,1962-01,
M,PRD,B-D,SCA,I21,RO,1962-02,
M,PRD,B-D,SCA,I21,RO,1962-03,
M,PRD,B-D,SCA,I21,RO,1962-04,
M,PRD,B-D,SCA,I21,RO,1962-05,
M,PRD,B-D,SCA,I21,RO,1962-06,
M,PRD,B-D,SCA,I21,RO,1962-07,
M,PRD,B-D,SCA,I21,RO,1962-08,
M,PRD,B-D,SCA,I21,RO,1962-09,
M,PRD,B-D,SCA,I21,RO,1962-10,
M,PRD,B-D,SCA,I21,RO,1962-11,
M,PRD,B-D,SCA,I21,RO,1962-12,
M,PRD,B-D,SCA,I21,RO,1963-01,
M,PRD,B-D,SCA,I21,RO,1963-02,
M,PRD,B-D,SCA,I21,RO,1963-03,
M,PRD,B-D,SCA,I21,RO,1963-04,
M,PRD,B-D,SCA,I21,RO,1963-05,
M,PRD,B-D,SCA,I21,RO,1963-06,
M,PRD,B-D,SCA,I21,RO,1963-07,
M,PRD,B-D,SCA,I21,RO,1963-08,
M,PRD,B-D,SCA,I21,RO,1963-09,
M,PRD,B-D,SCA,I21,RO,1963-10,
M,PRD,B-D,SCA,I21,RO,1963-11,
M,PRD,B-D,SCA,I21,RO,1963-12,
M,PRD,B-D,SCA,I21,RO,1964-01,
M,PRD,B-D,SCA,I21,RO,1964-02,
M,PRD,B-D,SCA,I21,RO,1964-03,
M,PRD,B-D,SCA,I21,RO,1964-04,
M,PRD,B-D,SCA,I21,RO,1964-05,
M,PRD,B-D,SCA,I21,RO,1964-06,
M,PRD,B-D,SCA,I21,RO,1964-07,
M,PRD,B-D,SCA,I21,RO,1964-08,
M,PRD,B-D,SCA,I21,RO,1964-09,
M,PRD,B-D,SCA,I21,RO,1964-10,
M,PRD,B-D,SCA,I21,RO,1964-11,
M,PRD,B-D,SCA,I21,RO,1964-12,
M,PRD,B-D,SCA,I21,RO,1965-01,
M,PRD,B-D,SCA,I21,RO,1965-02,
M,PRD,B-D,SCA,I21,RO,1965-03,
M,PRD,B-D,SCA,I21,RO,1965-04,
M,PRD,B-D,SCA,I21,RO,1965-05,
M,PRD,B-D,SCA,I21,RO,1965-06,
M,PRD,B-D,SCA,I21,RO,1965-07,
M,PRD,B-D,SCA,I21,RO,1965-08,
M,PRD,B-D,SCA,I21,RO,1965-09,
M,PRD,B-D,SCA,I21,RO,1965-10,
M,PRD,B-D,SCA,I21,RO,1965-11,
M,PRD,B-D,SCA,I21,RO,1965-12,
M,PRD,B-D,SCA,I21,RO,1966-01,
M,PRD,B-D,SCA,I21,RO,1966-02,
M,PRD,B-D,SCA,I21,RO,1966-03,
M,PRD,B-D,SCA,I21,RO,1966-04,
M,PRD,B-D,SCA,I21,RO,1966-05,
M,PRD,B-D,SCA,I21,RO,1966-06,
M,PRD,B-D,SCA,I21,RO,1966-07,
M,PRD,B-D,SCA,I21,RO,1966-08,
M,PRD,B-D,SCA,I21,RO,1966-09,
M,PRD,B-D,SCA,I21,RO,1966-10,
M,PRD,B-D,SCA,I21,RO,1966-11,
M,PRD,B-D,SCA,I21,RO,1966-12,
M,PRD,B-D,SCA,I21,RO,1967-01,
M,PRD,B-D,SCA,I21,RO,1967-02,
M,PRD,B-D,SCA,I21,RO,1967-03,
M,PRD,B-D,SCA,I21,RO,1967-04,
M,PRD,B-D,SCA,I21,RO,1967-05,
M,PRD,B-D,SCA,I21,RO,1967-06,
M,PRD,B-D,SCA,I21,RO,1967-07,
M,PRD,B-D,SCA,I21,RO,1967-08,
M,PRD,B-D,SCA,I21,RO,1967-09,
M,PRD,B-D,SCA,I21,RO,1967-10,
M,PRD,B-D,SCA,I21,RO,1967-11,
M,PRD,B-D,SCA,I21,RO,1967-12,
M,PRD,B-D,SCA,I21,RO,1968-01,
M,PRD,B-D,SCA,I21,RO,1968-02,
M,PRD,B-D,SCA,I21,RO,1968-03,
M,PRD,B-D,SCA,I21,RO,1968-04,
M,PRD,B-D,SCA,I21,RO,1968-05,
M,PRD,B-D,SCA,I21,RO,1968-06,
M,PRD,B-D,SCA,I21,RO,1968-07,
M,PRD,B-D,SCA,I21,RO,1968-08,
M,PRD,B-D,SCA,I21,RO,1968-09,
M,PRD,B-D,SCA,I21,RO,1968-10,
M,PRD,B-D,SCA,I21,RO,1968-11,
M,PRD,B-D,SCA,I21,RO,1968-12,
M,PRD,B-D,SCA,I21,RO,1969-01,
M,PRD,B-D,SCA,I21,RO,1969-02,
M,PRD,B-D,SCA,I21,RO,1969-03,
M,PRD,B-D,SCA,I21,RO,1969-04,
M,PRD,B-D,SCA,I21,RO,1969-05,
M,PRD,B-D,SCA,I21,RO,1969-06,
M,PRD,B-D,SCA,I21,RO,1969-07,
M,PRD,B-D,SCA,I21,RO,1969-08,
M,PRD,B-D,SCA,I21,RO,1969-09,
M,PRD,B-D,SCA,I21,RO,1969-10,
M,PRD,B-D,SCA,I21,RO,1969-11,
M,PRD,B-D,SCA,I21,RO,1969-12,
M,PRD,B-D,SCA,I21,RO,1970-01,
M,PRD,B-D,SCA,I21,RO,1970-02,
M,PRD,B-D,SCA,I21,RO,1970-03,
M,PRD,B-D,SCA,I21,RO,1970-04,
M,PRD,B-D,SCA,I21,RO,1970-05,
M,PRD,B-D,SCA,I21,RO,1970-06,
M,PRD,B-D,SCA,I21,RO,1970-07,
M,PRD,B-D,SCA,I21,RO,1970-08,
M,PRD,B-D,SCA,I21,RO,1970-09,
M,PRD,B-D,SCA,I21,RO,1970-10,
M,PRD,B-D,SCA,I21,RO,1970-11,
M,PRD,B-D,SCA,I21,RO,1970-12,
M,PRD,B-D,SCA,I21,RO,1971-01,
M,PRD,B-D,SCA,I21,RO,1971-02,
M,PRD,B-D,SCA,I21,RO,1971-03,
M,PRD,B-D,SCA,I21,RO,1971-04,
M,PRD,B-D,SCA,I21,RO,1971-05,
M,PRD,B-D,SCA,I21,RO,1971-06,
M,PRD,B-D,SCA,I21,RO,1971-07,
M,PRD,B-D,SCA,I21,RO,1971-08,
M,PRD,B-D,SCA,I21,RO,1971-09,
M,PRD,B-D,SCA,I21,RO,1971-10,
M,PRD,B-D,SCA,I21,RO,1971-11,
M,PRD,B-D,SCA,I21,RO,1971-12,
M,PRD,B-D,SCA,I21,RO,1972-01,
M,PRD,B-D,SCA,I21,RO,1972-02,
M,PRD,B-D,SCA,I21,RO,1972-03,
M,PRD,B-D,SCA,I21,RO,1972-04,
M,PRD,B-D,SCA,I21,RO,1972-05,
M,PRD,B-D,SCA,I21,RO,1972-06,
M,PRD,B-D,SCA,I21,RO,1972-07,
M,PRD,B-D,SCA,I21,RO,1972-08,
M,PRD,B-D,SCA,I21,RO,1972-09,
M,PRD,B-D,SCA,I21,RO,1972-10,
M,PRD,B-D,SCA,I21,RO,1972-11,
M,PRD,B-D,SCA,I21,RO,1972-12,
M,PRD,B-D,SCA,I21,RO,1973-01,
M,PRD,B-D,SCA,I21,RO,1973-02,
M,PRD,B-D,SCA,I21,RO,1973-03,
M,PRD,B-D,SCA,I21,RO,1973-04,
M,PRD,B-D,SCA,I21,RO,1973-05,
M,PRD,B-D,SCA,I21,RO,1973-06,
M,PRD,B-D,SCA,I21,RO,1973-07,
M,PRD,B-D,SCA,I21,RO,1973-08,
M,PRD,B-D,SCA,I21,RO,1973-09,
M,PRD,B-D,SCA,I21,RO,1973-10,
M,PRD,B-D,SCA,I21,RO,1973-11,
M,PRD,B-D,SCA,I21,RO,1973-12,
M,PRD,B-D,SCA,I21,RO,1974-01,
M,PRD,B-D,SCA,I21,RO,1974-02,
M,PRD,B-D,SCA,I21,RO,1974-03,
M,PRD,B-D,SCA,I21,RO,1974-04,
M,PRD,B-D,SCA,I21,RO,1974-05,
M,PRD,B-D,SCA,I21,RO,1974-06,
M,PRD,B-D,SCA,I21,RO,1974-07,
M,PRD,B-D,SCA,I21,RO,1974-08,
M,PRD,B-D,SCA,I21,RO,1974-09,
M,PRD,B-D,SCA,I21,RO,1974-10,
M,PRD,B-D,SCA,I21,RO,1974-11,
M,PRD,B-D,SCA,I21,RO,1974-12,
M,PRD,B-D,SCA,I21,RO,1975-01,
M,PRD,B-D,SCA,I21,RO,1975-02,
M,PRD,B-D,SCA,I21,RO,1975-03,
M,PRD,B-D,SCA,I21,RO,1975-04,
M,PRD,B-D,SCA,I21,RO,1975-05,
M,PRD,B-D,SCA,I21,RO,1975-06,
M,PRD,B-D,SCA,I21,RO,1975-07,
M,PRD,B-D,SCA,I21,RO,1975-08,
M,PRD,B-D,SCA,I21,RO,1975-09,
M,PRD,B-D,SCA,I21,RO,1975-10,
M,PRD,B-D,SCA,I21,RO,1975-11,
M,PRD,B-D,SCA,I21,RO,1975-12,
M,PRD,B-D,SCA,I21,RO,1976-01,
M,PRD,B-D,SCA,I21,RO,1976-02,
M,PRD,B-D,SCA,I21,RO,1976-03,
M,PRD,B-D,SCA,I21,RO,1976-04,
M,PRD,B-D,SCA,I21,RO,1976-05,
M,PRD,B-D,SCA,I21,RO,1976-06,
M,PRD,B-D,SCA,I21,RO,1976-07,
M,PRD,B-D,SCA,I21,RO,1976-08,
M,PRD,B-D,SCA,I21,RO,1976-09,
M,PRD,B-D,SCA,I21,RO,1976-10,
M,PRD,B-D,SCA,I21,RO,1976-11,
M,PRD,B-D,SCA,I21,RO,1976-12,
M,PRD,B-D,SCA,I21,RO,1977-01,
M,PRD,B-D,SCA,I21,RO,1977-02,
M,PRD,B-D,SCA,I21,RO,1977-03,
M,PRD,B-D,SCA,I21,RO,1977-04,
M,PRD,B-D,SCA,I21,RO,1977-05,
M,PRD,B-D,SCA,I21,RO,1977-06,
M,PRD,B-D,SCA,I21,RO,1977-07,
M,PRD,B-D,SCA,I21,RO,1977-08,
M,PRD,B-D,SCA,I21,RO,1977-09,
M,PRD,B-D,SCA,I21,RO,1977-10,
M,PRD,B-D,SCA,I21,RO,1977-11,
M,PRD,B-D,SCA,I21,RO,1977-12,
M,PRD,B-D,SCA,I21,RO,1978-01,
M,PRD,B-D,SCA,I21,RO,1978-02,
M,PRD,B-D,SCA,I21,RO,1978-03,
M,PRD,B-D,SCA,I21,RO,1978-04,
M,PRD,B-D,SCA,I21,RO,1978-05,
M,PRD,B-D,SCA,I21,RO,1978-06,
M,PRD,B-D,SCA,I21,RO,1978-07,
M,PRD,B-D,SCA,I21,RO,1978-08,
M,PRD,B-D,SCA,I21,RO,1978-09,
M,PRD,B-D,SCA,I21,RO,1978-10,
M,PRD,B-D,SCA,I21,RO,1978-11,
M,PRD,B-D,SCA,I21,RO,1978-12,
M,PRD,B-D,SCA,I21,RO,1979-01,
M,PRD,B-D,SCA,I21,RO,1979-02,
M,PRD,B-D,SCA,I21,RO,1979-03,
M,PRD,B-D,SCA,I21,RO,1979-04,
M,PRD,B-D,SCA,I21,RO,1979-05,
M,PRD,B-D,SCA,I21,RO,1979-06,
M,PRD,B-D,SCA,I21,RO,1979-07,
M,PRD,B-D,SCA,I21,RO,1979-08,
M,PRD,B-D,SCA,I21,RO,1979-09,
M,PRD,B-D,SCA,I21,RO,1979-10,
M,PRD,B-D,SCA,I21,RO,1979-11,
M,PRD,B-D,SCA,I21,RO,1979-12,
M,PRD,B-D,SCA,I21,RO,1980-01,
M,PRD,B-D,SCA,I21,RO,1980-02,
M,PRD,B-D,SCA,I21,RO,1980-03,
M,PRD,B-D,SCA,I21,RO,1980-04,
M,PRD,B-D,SCA,I21,RO,1980-05,
M,PRD,B-D,SCA,I21,RO,1980-06,
M,PRD,B-D,SCA,I21,RO,1980-07,
M,PRD,B-D,SCA,I21,RO,1980-08,
M,PRD,B-D,SCA,I21,RO,1980-09,
M,PRD,B-D,SCA,I21,RO,1980-10,
M,PRD,B-D,SCA,I21,RO,1980-11,
M,PRD,B-D,SCA,I21,RO,1980-12,
M,PRD,B-D,SCA,I21,RO,1981-01,
M,PRD,B-D,SCA,I21,RO,1981-02,
M,PRD,B-D,SCA,I21,RO,1981-03,
M,PRD,B-D,SCA,I21,RO,1981-04,
M,PRD,B-D,SCA,I21,RO,1981-05,
M,PRD,B-D,SCA,I21,RO,1981-06,
M,PRD,B-D,SCA,I21,RO,1981-07,
M,PRD,B-D,SCA,I21,RO,1981-08,
M,PRD,B-D,SCA,I21,RO,1981-09,
M,PRD,B-D,SCA,I21,RO,1981-10,
M,PRD,B-D,SCA,I21,RO,1981-11,
