freq,unit,coicop18,geo,time,value
M,RCH_M,TOTAL,BG,1996-01,
M,RCH_M,TOTAL,BG,1996-02,
M,RCH_M,TOTAL,BG,1996-03,
M,RCH_M,TOTAL,BG,1996-04,
M,RCH_M,TOTAL,BG,1996-05,
M,RCH_M,TOTAL,BG,1996-06,
M,RCH_M,TOTAL,BG,1996-07,
M,RCH_M,TOTAL,BG,1996-08,
M,RCH_M,TOTAL,BG,1996-09,
M,RCH_M,TOTAL,BG,1996-10,
M,RCH_M,TOTAL,BG,1996-11,
M,RCH_M,TOTAL,BG,1996-12,
M,RCH_M,TOTAL,BG,1997-01,48.9
M,RCH_M,TOTAL,BG,1997-02,242.3
M,RCH_M,TOTAL,BG,1997-03,7.8
M,RCH_M,TOTAL,BG,1997-04,-0.4
M,RCH_M,TOTAL,BG,1997-05,1.9
M,RCH_M,TOTAL,BG,1997-06,1.4
M,RCH_M,TOTAL,BG,1997-07,2.5
M,RCH_M,TOTAL,BG,1997-08,5.5
M,RCH_M,TOTAL,BG,1997-09,3.8
M,RCH_M,TOTAL,BG,1997-10,0.8
M,RCH_M,TOTAL,BG,1997-11,1.0
M,RCH_M,TOTAL,BG,1997-12,0.2
M,RCH_M,TOTAL,BG,1998-01,2.1
M,RCH_M,TOTAL,BG,1998-02,1.3
M,RCH_M,TOTAL,BG,1998-03,0.1
M,RCH_M,TOTAL,BG,1998-04,0.4
M,RCH_M,TOTAL,BG,1998-05,-1.7
M,RCH_M,TOTAL,BG,1998-06,-3.5
M,RCH_M,TOTAL,BG,1998-07,-0.7
M,RCH_M,TOTAL,BG,1998-08,0.3
M,RCH_M,TOTAL,BG,1998-09,3.2
M,RCH_M,TOTAL,BG,1998-10,0.3
M,RCH_M,TOTAL,BG,1998-11,-0.5
M,RCH_M,TOTAL,BG,1998-12,0.4
M,RCH_M,TOTAL,BG,1999-01,2.3
M,RCH_M,TOTAL,BG,1999-02,-0.7
M,RCH_M,TOTAL,BG,1999-03,-1.0
M,RCH_M,TOTAL,BG,1999-04,-0.6
M,RCH_M,TOTAL,BG,1999-05,-0.9
M,RCH_M,TOTAL,BG,1999-06,-0.9
M,RCH_M,TOTAL,BG,1999-07,3.4
M,RCH_M,TOTAL,BG,1999-08,0.8
M,RCH_M,TOTAL,BG,1999-09,1.5
M,RCH_M,TOTAL,BG,1999-10,1.2
M,RCH_M,TOTAL,BG,1999-11,0.5
M,RCH_M,TOTAL,BG,1999-12,1.3
M,RCH_M,TOTAL,BG,2000-01,2.4
M,RCH_M,TOTAL,BG,2000-02,1.1
M,RCH_M,TOTAL,BG,2000-03,-0.3
M,RCH_M,TOTAL,BG,2000-04,-1.1
M,RCH_M,TOTAL,BG,2000-05,0.1
M,RCH_M,TOTAL,BG,2000-06,0.2
M,RCH_M,TOTAL,BG,2000-07,0.6
M,RCH_M,TOTAL,BG,2000-08,3.0
M,RCH_M,TOTAL,BG,2000-09,2.3
M,RCH_M,TOTAL,BG,2000-10,1.2
M,RCH_M,TOTAL,BG,2000-11,0.8
M,RCH_M,TOTAL,BG,2000-12,0.4
M,RCH_M,TOTAL,BG,2001-01,0.6
M,RCH_M,TOTAL,BG,2001-02,0.3
M,RCH_M,TOTAL,BG,2001-03,0.0
M,RCH_M,TOTAL,BG,2001-04,-0.2
M,RCH_M,TOTAL,BG,2001-05,0.0
M,RCH_M,TOTAL,BG,2001-06,-0.1
M,RCH_M,TOTAL,BG,2001-07,-0.2
M,RCH_M,TOTAL,BG,2001-08,0.3
M,RCH_M,TOTAL,BG,2001-09,1.3
M,RCH_M,TOTAL,BG,2001-10,1.7
M,RCH_M,TOTAL,BG,2001-11,0.2
M,RCH_M,TOTAL,BG,2001-12,0.6
M,RCH_M,TOTAL,BG,2002-01,2.7
M,RCH_M,TOTAL,BG,2002-02,1.6
M,RCH_M,TOTAL,BG,2002-03,0.8
M,RCH_M,TOTAL,BG,2002-04,-0.1
M,RCH_M,TOTAL,BG,2002-05,-2.1
M,RCH_M,TOTAL,BG,2002-06,-1.7
M,RCH_M,TOTAL,BG,2002-07,0.1
M,RCH_M,TOTAL,BG,2002-08,-0.7
M,RCH_M,TOTAL,BG,2002-09,0.8
M,RCH_M,TOTAL,BG,2002-10,1.0
M,RCH_M,TOTAL,BG,2002-11,0.2
M,RCH_M,TOTAL,BG,2002-12,1.2
M,RCH_M,TOTAL,BG,2003-01,0.6
M,RCH_M,TOTAL,BG,2003-02,0.1
M,RCH_M,TOTAL,BG,2003-03,0.4
M,RCH_M,TOTAL,BG,2003-04,0.3
M,RCH_M,TOTAL,BG,2003-05,-0.6
M,RCH_M,TOTAL,BG,2003-06,-2.2
M,RCH_M,TOTAL,BG,2003-07,0.9
M,RCH_M,TOTAL,BG,2003-08,0.8
M,RCH_M,TOTAL,BG,2003-09,0.9
M,RCH_M,TOTAL,BG,2003-10,0.7
M,RCH_M,TOTAL,BG,2003-11,1.8
M,RCH_M,TOTAL,BG,2003-12,1.8
M,RCH_M,TOTAL,BG,2004-01,1.4
M,RCH_M,TOTAL,BG,2004-02,0.3
M,RCH_M,TOTAL,BG,2004-03,-0.1
M,RCH_M,TOTAL,BG,2004-04,0.3
M,RCH_M,TOTAL,BG,2004-05,0.0
M,RCH_M,TOTAL,BG,2004-06,-1.8
M,RCH_M,TOTAL,BG,2004-07,1.2
M,RCH_M,TOTAL,BG,2004-08,-0.5
M,RCH_M,TOTAL,BG,2004-09,0.9
M,RCH_M,TOTAL,BG,2004-10,0.2
M,RCH_M,TOTAL,BG,2004-11,0.6
M,RCH_M,TOTAL,BG,2004-12,1.2
M,RCH_M,TOTAL,BG,2005-01,0.6
M,RCH_M,TOTAL,BG,2005-02,0.9
M,RCH_M,TOTAL,BG,2005-03,0.5
M,RCH_M,TOTAL,BG,2005-04,1.2
M,RCH_M,TOTAL,BG,2005-05,-0.2
M,RCH_M,TOTAL,BG,2005-06,-0.4
M,RCH_M,TOTAL,BG,2005-07,0.8
M,RCH_M,TOTAL,BG,2005-08,0.7
M,RCH_M,TOTAL,BG,2005-09,1.2
M,RCH_M,TOTAL,BG,2005-10,0.8
M,RCH_M,TOTAL,BG,2005-11,0.5
M,RCH_M,TOTAL,BG,2005-12,0.7
M,RCH_M,TOTAL,BG,2006-01,0.8
M,RCH_M,TOTAL,BG,2006-02,2.5
M,RCH_M,TOTAL,BG,2006-03,0.2
M,RCH_M,TOTAL,BG,2006-04,0.6
M,RCH_M,TOTAL,BG,2006-05,0.2
M,RCH_M,TOTAL,BG,2006-06,-1.0
M,RCH_M,TOTAL,BG,2006-07,0.2
M,RCH_M,TOTAL,BG,2006-08,0.0
M,RCH_M,TOTAL,BG,2006-09,-0.4
M,RCH_M,TOTAL,BG,2006-10,0.7
M,RCH_M,TOTAL,BG,2006-11,1.1
M,RCH_M,TOTAL,BG,2006-12,0.9
M,RCH_M,TOTAL,BG,2007-01,1.4
M,RCH_M,TOTAL,BG,2007-02,0.5
M,RCH_M,TOTAL,BG,2007-03,0.0
M,RCH_M,TOTAL,BG,2007-04,0.6
M,RCH_M,TOTAL,BG,2007-05,0.3
M,RCH_M,TOTAL,BG,2007-06,-0.2
M,RCH_M,TOTAL,BG,2007-07,1.7
M,RCH_M,TOTAL,BG,2007-08,2.2
M,RCH_M,TOTAL,BG,2007-09,1.2
M,RCH_M,TOTAL,BG,2007-10,0.3
M,RCH_M,TOTAL,BG,2007-11,1.8
M,RCH_M,TOTAL,BG,2007-12,1.0
M,RCH_M,TOTAL,BG,2008-01,1.5
M,RCH_M,TOTAL,BG,2008-02,1.0
M,RCH_M,TOTAL,BG,2008-03,0.9
M,RCH_M,TOTAL,BG,2008-04,0.7
M,RCH_M,TOTAL,BG,2008-05,0.9
M,RCH_M,TOTAL,BG,2008-06,0.4
M,RCH_M,TOTAL,BG,2008-07,1.4
M,RCH_M,TOTAL,BG,2008-08,-0.1
M,RCH_M,TOTAL,BG,2008-09,0.9
M,RCH_M,TOTAL,BG,2008-10,0.1
M,RCH_M,TOTAL,BG,2008-11,-0.4
M,RCH_M,TOTAL,BG,2008-12,-0.4
M,RCH_M,TOTAL,BG,2009-01,0.4
M,RCH_M,TOTAL,BG,2009-02,0.4
M,RCH_M,TOTAL,BG,2009-03,-0.3
M,RCH_M,TOTAL,BG,2009-04,0.5
M,RCH_M,TOTAL,BG,2009-05,0.0
M,RCH_M,TOTAL,BG,2009-06,0.1
M,RCH_M,TOTAL,BG,2009-07,-0.2
M,RCH_M,TOTAL,BG,2009-08,0.1
M,RCH_M,TOTAL,BG,2009-09,-0.2
M,RCH_M,TOTAL,BG,2009-10,0.2
M,RCH_M,TOTAL,BG,2009-11,0.2
M,RCH_M,TOTAL,BG,2009-12,0.3
M,RCH_M,TOTAL,BG,2010-01,0.6
M,RCH_M,TOTAL,BG,2010-02,0.3
M,RCH_M,TOTAL,BG,2010-03,0.4
M,RCH_M,TOTAL,BG,2010-04,1.1
M,RCH_M,TOTAL,BG,2010-05,0.0
M,RCH_M,TOTAL,BG,2010-06,-0.4
M,RCH_M,TOTAL,BG,2010-07,0.5
M,RCH_M,TOTAL,BG,2010-08,0.2
M,RCH_M,TOTAL,BG,2010-09,0.2
M,RCH_M,TOTAL,BG,2010-10,0.2
M,RCH_M,TOTAL,BG,2010-11,0.5
M,RCH_M,TOTAL,BG,2010-12,0.8
M,RCH_M,TOTAL,BG,2011-01,0.4
M,RCH_M,TOTAL,BG,2011-02,0.5
M,RCH_M,TOTAL,BG,2011-03,0.4
M,RCH_M,TOTAL,BG,2011-04,-0.1
M,RCH_M,TOTAL,BG,2011-05,0.1
M,RCH_M,TOTAL,BG,2011-06,-0.3
M,RCH_M,TOTAL,BG,2011-07,0.4
M,RCH_M,TOTAL,BG,2011-08,-0.1
M,RCH_M,TOTAL,BG,2011-09,0.0
M,RCH_M,TOTAL,BG,2011-10,0.3
M,RCH_M,TOTAL,BG,2011-11,0.1
M,RCH_M,TOTAL,BG,2011-12,0.3
M,RCH_M,TOTAL,BG,2012-01,0.4
M,RCH_M,TOTAL,BG,2012-02,0.6
M,RCH_M,TOTAL,BG,2012-03,0.1
M,RCH_M,TOTAL,BG,2012-04,0.2
M,RCH_M,TOTAL,BG,2012-05,-0.1
M,RCH_M,TOTAL,BG,2012-06,-0.5
M,RCH_M,TOTAL,BG,2012-07,1.1
M,RCH_M,TOTAL,BG,2012-08,0.6
M,RCH_M,TOTAL,BG,2012-09,0.3
M,RCH_M,TOTAL,BG,2012-10,-0.1
M,RCH_M,TOTAL,BG,2012-11,-0.2
M,RCH_M,TOTAL,BG,2012-12,0.3
M,RCH_M,TOTAL,BG,2013-01,0.2
M,RCH_M,TOTAL,BG,2013-02,0.2
M,RCH_M,TOTAL,BG,2013-03,-0.4
M,RCH_M,TOTAL,BG,2013-04,-0.4
M,RCH_M,TOTAL,BG,2013-05,0.0
M,RCH_M,TOTAL,BG,2013-06,-0.3
M,RCH_M,TOTAL,BG,2013-07,-0.1
M,RCH_M,TOTAL,BG,2013-08,-0.2
M,RCH_M,TOTAL,BG,2013-09,-0.3
M,RCH_M,TOTAL,BG,2013-10,0.2
M,RCH_M,TOTAL,BG,2013-11,-0.1
M,RCH_M,TOTAL,BG,2013-12,0.4
M,RCH_M,TOTAL,BG,2014-01,-0.3
M,RCH_M,TOTAL,BG,2014-02,-0.6
M,RCH_M,TOTAL,BG,2014-03,-0.3
M,RCH_M,TOTAL,BG,2014-04,0.2
M,RCH_M,TOTAL,BG,2014-05,-0.5
M,RCH_M,TOTAL,BG,2014-06,-0.3
M,RCH_M,TOTAL,BG,2014-07,0.6
M,RCH_M,TOTAL,BG,2014-08,-0.1
M,RCH_M,TOTAL,BG,2014-09,-0.7
M,RCH_M,TOTAL,BG,2014-10,0.1
M,RCH_M,TOTAL,BG,2014-11,-0.5
M,RCH_M,TOTAL,BG,2014-12,0.3
M,RCH_M,TOTAL,BG,2015-01,-0.7
M,RCH_M,TOTAL,BG,2015-02,0.1
M,RCH_M,TOTAL,BG,2015-03,0.3
M,RCH_M,TOTAL,BG,2015-04,0.5
M,RCH_M,TOTAL,BG,2015-05,0.0
M,RCH_M,TOTAL,BG,2015-06,-0.6
M,RCH_M,TOTAL,BG,2015-07,0.2
M,RCH_M,TOTAL,BG,2015-08,0.1
M,RCH_M,TOTAL,BG,2015-09,-0.8
M,RCH_M,TOTAL,BG,2015-10,-0.2
M,RCH_M,TOTAL,BG,2015-11,-0.3
M,RCH_M,TOTAL,BG,2015-12,0.4
M,RCH_M,TOTAL,BG,2016-01,-0.2
M,RCH_M,TOTAL,BG,2016-02,-0.5
M,RCH_M,TOTAL,BG,2016-03,-0.6
M,RCH_M,TOTAL,BG,2016-04,-0.2
M,RCH_M,TOTAL,BG,2016-05,0.0
M,RCH_M,TOTAL,BG,2016-06,0.1
M,RCH_M,TOTAL,BG,2016-07,1.0
M,RCH_M,TOTAL,BG,2016-08,0.0
M,RCH_M,TOTAL,BG,2016-09,-0.7
M,RCH_M,TOTAL,BG,2016-10,-0.1
M,RCH_M,TOTAL,BG,2016-11,-0.1
M,RCH_M,TOTAL,BG,2016-12,0.7
M,RCH_M,TOTAL,BG,2017-01,0.7
M,RCH_M,TOTAL,BG,2017-02,0.0
M,RCH_M,TOTAL,BG,2017-03,-0.5
M,RCH_M,TOTAL,BG,2017-04,0.5
M,RCH_M,TOTAL,BG,2017-05,-0.2
M,RCH_M,TOTAL,BG,2017-06,-0.2
M,RCH_M,TOTAL,BG,2017-07,0.5
M,RCH_M,TOTAL,BG,2017-08,0.2
M,RCH_M,TOTAL,BG,2017-09,-0.2
M,RCH_M,TOTAL,BG,2017-10,0.1
M,RCH_M,TOTAL,BG,2017-11,0.3
M,RCH_M,TOTAL,BG,2017-12,0.7
M,RCH_M,TOTAL,BG,2018-01,0.2
M,RCH_M,TOTAL,BG,2018-02,0.2
M,RCH_M,TOTAL,BG,2018-03,-0.2
M,RCH_M,TOTAL,BG,2018-04,0.3
M,RCH_M,TOTAL,BG,2018-05,0.4
M,RCH_M,TOTAL,BG,2018-06,0.5
M,RCH_M,TOTAL,BG,2018-07,1.0
M,RCH_M,TOTAL,BG,2018-08,0.3
M,RCH_M,TOTAL,BG,2018-09,-0.3
M,RCH_M,TOTAL,BG,2018-10,0.2
M,RCH_M,TOTAL,BG,2018-11,-0.3
M,RCH_M,TOTAL,BG,2018-12,0.0
M,RCH_M,TOTAL,BG,2019-01,0.2
M,RCH_M,TOTAL,BG,2019-02,0.3
M,RCH_M,TOTAL,BG,2019-03,0.2
M,RCH_M,TOTAL,BG,2019-04,0.6
M,RCH_M,TOTAL,BG,2019-05,0.1
M,RCH_M,TOTAL,BG,2019-06,0.0
M,RCH_M,TOTAL,BG,2019-07,1.3
M,RCH_M,TOTAL,BG,2019-08,0.2
M,RCH_M,TOTAL,BG,2019-09,-1.2
M,RCH_M,TOTAL,BG,2019-10,0.1
M,RCH_M,TOTAL,BG,2019-11,0.3
M,RCH_M,TOTAL,BG,2019-12,0.8
M,RCH_M,TOTAL,BG,2020-01,0.5
M,RCH_M,TOTAL,BG,2020-02,0.0
M,RCH_M,TOTAL,BG,2020-03,-0.5
M,RCH_M,TOTAL,BG,2020-04,-0.4
M,RCH_M,TOTAL,BG,2020-05,-0.2
M,RCH_M,TOTAL,BG,2020-06,-0.1
M,RCH_M,TOTAL,BG,2020-07,0.8
M,RCH_M,TOTAL,BG,2020-08,0.4
M,RCH_M,TOTAL,BG,2020-09,-1.2
M,RCH_M,TOTAL,BG,2020-10,0.2
M,RCH_M,TOTAL,BG,2020-11,0.0
M,RCH_M,TOTAL,BG,2020-12,0.5
M,RCH_M,TOTAL,BG,2021-01,0.1
M,RCH_M,TOTAL,BG,2021-02,0.5
M,RCH_M,TOTAL,BG,2021-03,0.2
M,RCH_M,TOTAL,BG,2021-04,0.7
M,RCH_M,TOTAL,BG,2021-05,0.1
M,RCH_M,TOTAL,BG,2021-06,0.0
M,RCH_M,TOTAL,BG,2021-07,0.7
M,RCH_M,TOTAL,BG,2021-08,0.7
M,RCH_M,TOTAL,BG,2021-09,0.2
M,RCH_M,TOTAL,BG,2021-10,1.3
M,RCH_M,TOTAL,BG,2021-11,1.1
M,RCH_M,TOTAL,BG,2021-12,0.8
M,RCH_M,TOTAL,BG,2022-01,1.2
M,RCH_M,TOTAL,BG,2022-02,1.2
M,RCH_M,TOTAL,BG,2022-03,2.1
M,RCH_M,TOTAL,BG,2022-04,2.1
M,RCH_M,TOTAL,BG,2022-05,1.3
M,RCH_M,TOTAL,BG,2022-06,1.2
M,RCH_M,TOTAL,BG,2022-07,0.8
M,RCH_M,TOTAL,BG,2022-08,0.8
M,RCH_M,TOTAL,BG,2022-09,0.7
M,RCH_M,TOTAL,BG,2022-10,0.6
M,RCH_M,TOTAL,BG,2022-11,0.6
M,RCH_M,TOTAL,BG,2022-12,0.8
M,RCH_M,TOTAL,BG,2023-01,1.2
M,RCH_M,TOTAL,BG,2023-02,0.7
M,RCH_M,TOTAL,BG,2023-03,0.6
M,RCH_M,TOTAL,BG,2023-04,0.5
M,RCH_M,TOTAL,BG,2023-05,-0.2
M,RCH_M,TOTAL,BG,2023-06,0.1
M,RCH_M,TOTAL,BG,2023-07,1.2
M,RCH_M,TOTAL,BG,2023-08,0.5
M,RCH_M,TOTAL,BG,2023-09,-0.3
M,RCH_M,TOTAL,BG,2023-10,0.2
M,RCH_M,TOTAL,BG,2023-11,0.2
M,RCH_M,TOTAL,BG,2023-12,0.3
M,RCH_M,TOTAL,BG,2024-01,0.1
M,RCH_M,TOTAL,BG,2024-02,0.3
M,RCH_M,TOTAL,BG,2024-03,0.3
M,RCH_M,TOTAL,BG,2024-04,-0.1
M,RCH_M,TOTAL,BG,2024-05,0.0
M,RCH_M,TOTAL,BG,2024-06,0.2
M,RCH_M,TOTAL,BG,2024-07,1.2
M,RCH_M,TOTAL,BG,2024-08,0.1
M,RCH_M,TOTAL,BG,2024-09,-1.1
M,RCH_M,TOTAL,BG,2024-10,0.6
M,RCH_M,TOTAL,BG,2024-11,0.3
M,RCH_M,TOTAL,BG,2024-12,0.3
M,RCH_M,TOTAL,BG,2025-01,1.8
M,RCH_M,TOTAL,BG,2025-02,0.4
M,RCH_M,TOTAL,BG,2025-03,0.3
M,RCH_M,TOTAL,BG,2025-04,-1.2
M,RCH_M,TOTAL,BG,2025-05,0.1
M,RCH_M,TOTAL,BG,2025-06,0.4
M,RCH_M,TOTAL,BG,2025-07,1.4
M,RCH_M,TOTAL,BG,2025-08,0.1
M,RCH_M,TOTAL,BG,2025-09,-0.6
M,RCH_M,TOTAL,BG,2025-10,0.4
M,RCH_M,TOTAL,BG,2025-11,0.2
M,RCH_M,TOTAL,BG,2025-12,0.1
M,RCH_M,TOTAL,BG,2026-01,0.6
M,RCH_M,TOTAL,BG,2026-02,0.2
M,RCH_M,TOTAL,BG,2026-03,1.0
M,RCH_M,TOTAL,BG,2026-04,1.8
M,RCH_M,TOTAL,BG,2026-05,0.3
M,RCH_M,TOTAL,BG,2026-06,-0.5
M,RCH_M,TOTAL,BG,2026-07,0.6
M,RCH_M,TOTAL,NL,1996-01,
M,RCH_M,TOTAL,NL,1996-02,0.5
M,RCH_M,TOTAL,NL,1996-03,1.2
M,RCH_M,TOTAL,NL,1996-04,0.3
M,RCH_M,TOTAL,NL,1996-05,-0.4
M,RCH_M,TOTAL,NL,1996-06,-0.5
M,RCH_M,TOTAL,NL,1996-07,-0.3
M,RCH_M,TOTAL,NL,1996-08,-0.2
M,RCH_M,TOTAL,NL,1996-09,1.1
M,RCH_M,TOTAL,NL,1996-10,0.3
M,RCH_M,TOTAL,NL,1996-11,-0.2
M,RCH_M,TOTAL,NL,1996-12,-0.1
M,RCH_M,TOTAL,NL,1997-01,0.0
M,RCH_M,TOTAL,NL,1997-02,0.2
M,RCH_M,TOTAL,NL,1997-03,1.0
M,RCH_M,TOTAL,NL,1997-04,0.1
M,RCH_M,TOTAL,NL,1997-05,0.2
M,RCH_M,TOTAL,NL,1997-06,-0.6
M,RCH_M,TOTAL,NL,1997-07,0.1
M,RCH_M,TOTAL,NL,1997-08,0.4
M,RCH_M,TOTAL,NL,1997-09,1.1
M,RCH_M,TOTAL,NL,1997-10,0.1
M,RCH_M,TOTAL,NL,1997-11,0.0
M,RCH_M,TOTAL,NL,1997-12,-0.4
M,RCH_M,TOTAL,NL,1998-01,-0.6
M,RCH_M,TOTAL,NL,1998-02,0.7
M,RCH_M,TOTAL,NL,1998-03,1.1
M,RCH_M,TOTAL,NL,1998-04,0.4
M,RCH_M,TOTAL,NL,1998-05,-0.2
M,RCH_M,TOTAL,NL,1998-06,-0.5
M,RCH_M,TOTAL,NL,1998-07,-0.3
M,RCH_M,TOTAL,NL,1998-08,0.0
M,RCH_M,TOTAL,NL,1998-09,1.0
M,RCH_M,TOTAL,NL,1998-10,0.3
M,RCH_M,TOTAL,NL,1998-11,0.0
M,RCH_M,TOTAL,NL,1998-12,-0.4
M,RCH_M,TOTAL,NL,1999-01,0.0
M,RCH_M,TOTAL,NL,1999-02,0.7
M,RCH_M,TOTAL,NL,1999-03,1.1
M,RCH_M,TOTAL,NL,1999-04,0.3
M,RCH_M,TOTAL,NL,1999-05,0.0
M,RCH_M,TOTAL,NL,1999-06,-0.5
M,RCH_M,TOTAL,NL,1999-07,-0.6
M,RCH_M,TOTAL,NL,1999-08,0.7
M,RCH_M,TOTAL,NL,1999-09,0.5
M,RCH_M,TOTAL,NL,1999-10,0.1
M,RCH_M,TOTAL,NL,1999-11,0.2
M,RCH_M,TOTAL,NL,1999-12,-0.5
M,RCH_M,TOTAL,NL,2000-01,-0.3
M,RCH_M,TOTAL,NL,2000-02,0.6
M,RCH_M,TOTAL,NL,2000-03,1.1
M,RCH_M,TOTAL,NL,2000-04,0.4
M,RCH_M,TOTAL,NL,2000-05,0.3
M,RCH_M,TOTAL,NL,2000-06,0.0
M,RCH_M,TOTAL,NL,2000-07,-0.3
M,RCH_M,TOTAL,NL,2000-08,0.4
M,RCH_M,TOTAL,NL,2000-09,0.9
M,RCH_M,TOTAL,NL,2000-10,0.4
M,RCH_M,TOTAL,NL,2000-11,-0.1
M,RCH_M,TOTAL,NL,2000-12,-0.4
M,RCH_M,TOTAL,NL,2001-01,1.4
M,RCH_M,TOTAL,NL,2001-02,0.9
M,RCH_M,TOTAL,NL,2001-03,1.2
M,RCH_M,TOTAL,NL,2001-04,0.8
M,RCH_M,TOTAL,NL,2001-05,0.3
M,RCH_M,TOTAL,NL,2001-06,-0.4
M,RCH_M,TOTAL,NL,2001-07,-0.1
M,RCH_M,TOTAL,NL,2001-08,0.3
M,RCH_M,TOTAL,NL,2001-09,1.0
M,RCH_M,TOTAL,NL,2001-10,0.0
M,RCH_M,TOTAL,NL,2001-11,-0.3
M,RCH_M,TOTAL,NL,2001-12,-0.1
M,RCH_M,TOTAL,NL,2002-01,1.1
M,RCH_M,TOTAL,NL,2002-02,0.5
M,RCH_M,TOTAL,NL,2002-03,1.0
M,RCH_M,TOTAL,NL,2002-04,0.6
M,RCH_M,TOTAL,NL,2002-05,-0.1
M,RCH_M,TOTAL,NL,2002-06,-0.3
M,RCH_M,TOTAL,NL,2002-07,-0.1
M,RCH_M,TOTAL,NL,2002-08,0.2
M,RCH_M,TOTAL,NL,2002-09,1.0
M,RCH_M,TOTAL,NL,2002-10,-0.1
M,RCH_M,TOTAL,NL,2002-11,-0.4
M,RCH_M,TOTAL,NL,2002-12,-0.2
M,RCH_M,TOTAL,NL,2003-01,0.6
M,RCH_M,TOTAL,NL,2003-02,0.7
M,RCH_M,TOTAL,NL,2003-03,0.9
M,RCH_M,TOTAL,NL,2003-04,0.1
M,RCH_M,TOTAL,NL,2003-05,0.0
M,RCH_M,TOTAL,NL,2003-06,-0.5
M,RCH_M,TOTAL,NL,2003-07,-0.1
M,RCH_M,TOTAL,NL,2003-08,0.3
M,RCH_M,TOTAL,NL,2003-09,0.8
M,RCH_M,TOTAL,NL,2003-10,-0.2
M,RCH_M,TOTAL,NL,2003-11,-0.3
M,RCH_M,TOTAL,NL,2003-12,-0.6
M,RCH_M,TOTAL,NL,2004-01,0.5
M,RCH_M,TOTAL,NL,2004-02,0.6
M,RCH_M,TOTAL,NL,2004-03,0.8
M,RCH_M,TOTAL,NL,2004-04,0.3
M,RCH_M,TOTAL,NL,2004-05,0.2
M,RCH_M,TOTAL,NL,2004-06,-0.7
M,RCH_M,TOTAL,NL,2004-07,-0.4
M,RCH_M,TOTAL,NL,2004-08,0.2
M,RCH_M,TOTAL,NL,2004-09,0.8
M,RCH_M,TOTAL,NL,2004-10,0.1
M,RCH_M,TOTAL,NL,2004-11,-0.4
M,RCH_M,TOTAL,NL,2004-12,-0.8
M,RCH_M,TOTAL,NL,2005-01,0.5
M,RCH_M,TOTAL,NL,2005-02,0.8
M,RCH_M,TOTAL,NL,2005-03,0.9
M,RCH_M,TOTAL,NL,2005-04,0.1
M,RCH_M,TOTAL,NL,2005-05,-0.1
M,RCH_M,TOTAL,NL,2005-06,-0.3
M,RCH_M,TOTAL,NL,2005-07,-0.3
M,RCH_M,TOTAL,NL,2005-08,0.4
M,RCH_M,TOTAL,NL,2005-09,0.8
M,RCH_M,TOTAL,NL,2005-10,0.0
M,RCH_M,TOTAL,NL,2005-11,-0.3
M,RCH_M,TOTAL,NL,2005-12,-0.4
M,RCH_M,TOTAL,NL,2006-01,0.2
M,RCH_M,TOTAL,NL,2006-02,0.5
M,RCH_M,TOTAL,NL,2006-03,0.8
M,RCH_M,TOTAL,NL,2006-04,0.5
M,RCH_M,TOTAL,NL,2006-05,0.0
M,RCH_M,TOTAL,NL,2006-06,-0.3
M,RCH_M,TOTAL,NL,2006-07,-0.3
M,RCH_M,TOTAL,NL,2006-08,0.5
M,RCH_M,TOTAL,NL,2006-09,0.5
M,RCH_M,TOTAL,NL,2006-10,-0.2
M,RCH_M,TOTAL,NL,2006-11,0.0
M,RCH_M,TOTAL,NL,2006-12,-0.3
M,RCH_M,TOTAL,NL,2007-01,-0.2
M,RCH_M,TOTAL,NL,2007-02,0.7
M,RCH_M,TOTAL,NL,2007-03,1.3
M,RCH_M,TOTAL,NL,2007-04,0.6
M,RCH_M,TOTAL,NL,2007-05,0.0
M,RCH_M,TOTAL,NL,2007-06,-0.5
M,RCH_M,TOTAL,NL,2007-07,-0.8
M,RCH_M,TOTAL,NL,2007-08,0.1
M,RCH_M,TOTAL,NL,2007-09,0.7
M,RCH_M,TOTAL,NL,2007-10,0.2
M,RCH_M,TOTAL,NL,2007-11,0.2
M,RCH_M,TOTAL,NL,2007-12,-0.5
M,RCH_M,TOTAL,NL,2008-01,0.0
M,RCH_M,TOTAL,NL,2008-02,0.8
M,RCH_M,TOTAL,NL,2008-03,1.2
M,RCH_M,TOTAL,NL,2008-04,0.4
M,RCH_M,TOTAL,NL,2008-05,0.4
M,RCH_M,TOTAL,NL,2008-06,-0.3
M,RCH_M,TOTAL,NL,2008-07,-0.1
M,RCH_M,TOTAL,NL,2008-08,0.1
M,RCH_M,TOTAL,NL,2008-09,0.5
M,RCH_M,TOTAL,NL,2008-10,-0.2
M,RCH_M,TOTAL,NL,2008-11,-0.4
M,RCH_M,TOTAL,NL,2008-12,-0.8
M,RCH_M,TOTAL,NL,2009-01,0.0
M,RCH_M,TOTAL,NL,2009-02,1.0
M,RCH_M,TOTAL,NL,2009-03,1.2
M,RCH_M,TOTAL,NL,2009-04,0.3
M,RCH_M,TOTAL,NL,2009-05,0.1
M,RCH_M,TOTAL,NL,2009-06,-0.4
M,RCH_M,TOTAL,NL,2009-07,-1.6
M,RCH_M,TOTAL,NL,2009-08,0.2
M,RCH_M,TOTAL,NL,2009-09,0.5
M,RCH_M,TOTAL,NL,2009-10,0.3
